begunstigter,projekt,datum_erstbewilligung,bewilligung_offentlicher_mittel,gesamtauszahlungsbetrag_abgeschlossener_projekte,fund_type,currency,uri
BQ Nord GmbH,22277-Sprachförderung und Qualifizierung zur Stärkung der Sozialkompetenz,15.10.2008,"31.838,76","31.838,76",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BQN Berlin e.V.,Berufliche Qualifizierung junger Migrantinnen und Migranten,01.04.2008,"657.131,31",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Grundqualifizierung zum/ zur Pflegehelferin,09.04.2008,"29.540,89","29.540,89",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Bezirks-Chronik,29.02.2008,"8.478,66","8.478,66",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: EDV I,10.03.2008,"11.618,68","11.618,68",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Kinder- u. Freizeitbetreuung,10.03.2008,"31.593,90","31.593,90",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Kinder- u. Freizeitbetreuung,20.10.2008,"5.752,40","5.752,40",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Gebäudetechnik u. Hausmeisterdienste,31.03.2008,"30.108,13","30.108,13",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Fachkraft für Seniorenbetreuung,14.04.2008,"29.239,88","29.239,88",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Modul. Quali.: Fachkraft für Gebäudetechnik und Hausmeisterdienste,13.05.2008,"51.251,77","51.251,77",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Gebäudetechnik u. Hausmeisterdienste,02.06.2008,"30.678,34","30.678,34",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Gebäudetechnik u. Hausmeisterdienste,30.06.2008,"31.867,65","31.867,65",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Grundqualifizierung zum/ zur Pflegehelferin,07.07.2008,"29.120,73","29.120,73",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Kinder- u. Freizeitbetreuung,21.07.2008,"23.573,10","23.573,10",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Fachkraft für Lagerwirtschaft,04.08.2008,"31.138,44","31.138,44",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Gebäudetechnik u. Hausmeisterdienste,11.08.2008,"30.744,66","30.744,66",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Modulare Quali.: Grundqualifizierung zum/zur Pflegehelfer/in,11.08.2008,"54.111,20",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Garten- u. Landschaftsbau (04),01.09.2008,"31.022,52","31.022,52",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Grundqualifizierung Textilverarbeitung,01.09.2008,"30.582,39","30.582,39",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Modul. Quali.: Fachkraft für Gebäudetechnik und Hausmeisterdienste,15.09.2008,"54.771,20",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Modulare Quali.: Grundqualifizierung zum/zur Pflegehelfer/in,15.09.2008,"54.771,20",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Gebäudetechnik u. Hausmeisterdienste,15.09.2008,"30.381,46","30.381,46",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: EDV-kompakt,29.09.2008,"30.818,34","30.818,34",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Förderung der Lese- und Rechtschreibfähigkeit,15.09.2008,"15.860,10",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Bürofachkraft,06.10.2008,"15.948,57","15.948,57",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Fachkraft für Lagerwirtschaft,13.10.2008,"30.105,85","30.105,85",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Gebäudetechnik u. Hausmeisterdienste,13.10.2008,"30.049,14","30.049,14",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Modulare Quali.: Grundqualifizierung z. Pflegehelfer/in u. Betreuungskraft,20.10.2008,"68.112,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Grundqualifizierung Fahrradmechanik,03.11.2008,"20.025,60",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Aufbauqualifizierung Textilverarbeitung,03.11.2008,"20.252,21","20.252,21",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Kinder- u. Freizeitbetreuung,12.11.2008,"25.032,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Betreuungskraft für Pflegeheime,13.11.2008,"16.173,16","16.173,16",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: EDV-kompakt,19.11.2008,"30.069,20",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Kinder- u. Freizeitbetreuung,24.11.2008,"18.160,81","18.160,81",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Bürofachkraft,24.11.2008,"14.921,20",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Garten- u. Landschaftsbau (08),26.11.2008,"30.111,20",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Garten- u. Landschaftsbau,26.11.2008,"30.069,20",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Fachkraft für Lagerwirtschaft,01.12.2008,"30.069,20",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Gebäudetechnik u. Hausmeisterdienste,01.12.2008,"30.069,20",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,"Quali-MAE: Grundqualifizierung zum/ zur Pflegehelferin, (FS)",01.12.2008,"31.146,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Grundqualifizierung zum/ zur Pflegehelferin,08.12.2008,"24.122,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BTB Bildungszentrum,Quali-MAE: Betreuungskraft für Pflegeheime,10.12.2008,"15.062,40",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BUF im Berufsförderungswerk Bekleidung Berlin e.V.,Redaktionsteam der SoSuMa (Soziale Suchmaschine),15.11.2007,"19.800,92","19.800,92",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BUF im Berufsförderungswerk Bekleidung Berlin e.V.,BZM-Nähen und kreatives Gestalten/Kreative Holzgestaltung,01.12.2007,"40.007,89","40.007,89",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BUF im Berufsförderungswerk Bekleidung Berlin e.V.,BZM PC-Unterstützung für Bedürftige/Redaktionsteam der SoSuMa,15.12.2007,"24.409,79","24.409,79",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BUF im Berufsförderungswerk Bekleidung Berlin e.V.,Kinderfreizeitprojekt in den Jugendverkehrsschulen/Kreativwerkstatt/Berliner Adresskalender,15.04.2008,"112.053,60",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Bürgerinitiative Ausländische MitbürgerInnen e.V.,BZM - Integrationsbegleitung,01.11.2007,"20.104,46","20.104,46",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BUS gGmbH,MmB - SP 6 Integration von MmB in den Arbeitsmarkt durch zielgruppenspezifisches Training,31.03.2008,"171.576,65",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BUS gGmbH,Innerstädtischer Garten der Sinne,01.09.2008,"147.699,84",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BWK BildungsWerk in Kreuzberg GmbH,22227 Deutsch und Berufsorientierung - Aufbaulehrgang mit Abschlussziel (C1 - Zertifikat),14.04.2008,"47.007,31","47.007,31",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BWK BildungsWerk in Kreuzberg GmbH,22260-Deutsch als Fremdsprache und Berufsorientierung - für Anfänger - Abschlussziel A2 und B1,04.08.2008,"54.000,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BWK BildungsWerk in Kreuzberg GmbH,22272 Deutsch als Fremdsprache und Berufsorientierung ­ für Fortgeschrittene mit Abschlussziel B 2,01.08.2008,"54.000,01",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BWK BildungsWerk in Kreuzberg GmbH,22282-Deutsch als Fremdsprache und Berufsorientierung ­ für Fortgeschrittene mit Abschlussziel B 2,17.11.2008,"53.999,99",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BWK BildungsWerk in Kreuzberg GmbH,22288- Deutsch als Fremdsprache und Berufsorientierung Teilzeit ­ korrektes Schreiben u. Sprechen,24.11.2008,"53.999,98",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
C & Q Bildungszentrum Haberhauffe GmbH,Transnationales Wissens- und Contentmanagement,01.12.2008,"158.011,52",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Campus,Verbesserung von Arbeitsmarktchancen von Umschülern durch Beratung,17.03.2008,"62.534,16",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Campus,Pflegebasiskurs (MAE),14.07.2008,"34.160,60",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Campus,Vorbereitung auf die externe Prüfung zum Mittleren Schulabschluss (MSA),01.06.2008,"103.218,75",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Campus,Vorbereitungskurs BKF in TZ,29.09.2008,"37.656,25",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Caritasverband für das Erzbistum Berlin e.V.,BZM-Zusätzliche Assistenzleistungen im Migrationsdienst des Caritasverbandes Buchberger Straße,01.12.2007,"20.041,14","20.041,14",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Caritasverband für das Erzbistum Berlin e.V.,IH-Caritasbasisberatung Mitte,01.04.2008,"135.589,18",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Caritasverband für das Erzbistum Berlin e.V.,IH-Interkulturelle Familienberatung Friedrichshain-Kreuzberg,01.04.2008,"137.157,31",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Caritasverband für das Erzbistum Berlin e.V.,IH-Caritas Familienbüro Treptow-Köpenick,01.04.2008,"87.420,90",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Caritasverband für das Erzbistum Berlin e.V.,IH-Carisatt Neukölln,01.04.2008,"123.672,14",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Caritasverband für das Erzbistum Berlin e.V.,Basisqualifikation für den pflegerischen Bereich,25.08.2008,"15.239,97","15.239,97",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Caritasverband für das Erzbistum Berlin e.V.,Basiskurs Betreuungsarbeit in Pflegeheimen,06.11.2008,"8.229,22","8.229,22",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Charité - Universitätsmedizin Berlin,Lehre und Management im Gesundheitswesen - Professionalität durch Qualifizierung,01.11.2008,"1.096.602,37",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
CJD Berlin,Praxisklasse III in der Hauptschule,01.01.2008,"1.408.569,68",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Club Dialog e.V.,Ausbildungsförderung von Jugendlichen mit Migrationshintergrund,01.01.2008,"45.668,85","45.668,85",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Club Dialog e.V.,Ausbildungsfähigkeit von Jugendlichen mit Migrationshintergrund,01.01.2008,"44.764,06","44.764,06",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Club Dialog e.V.,Ausbildungsförderung von Jugendlichen mit Migrationshintergrund,15.01.2008,"39.396,76","39.396,76",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Club Dialog e.V.,Ausbildungsförderung von Jugendlichen mit Migrationshintergrund,01.07.2008,"46.022,83","46.022,83",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
ComFort-Schulungszentrum GmbH,MmB - SP1) Zusammenführung MBO_04 und MBO_05,04.02.2008,"611.570,93",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
ComFort-Schulungszentrum GmbH,EDV-Kurs für Anwendungen in KMU (EDV11/12),19.05.2008,"18.183,88","18.183,88",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
ComFort-Schulungszentrum GmbH,Vorbereitung auf Schulabschlüsse (SAS_87-88),18.08.2008,"73.802,24",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
ComFort-Schulungszentrum GmbH,Vorbereitung auf Schulabschlüsse (SAS_89),08.09.2008,"41.336,91",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
ComFort-Schulungszentrum GmbH,Kaufmännisches Fachenglisch mit TOEIC-Prüfung Eng_10/11,18.08.2008,"53.007,76",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
ComFort-Schulungszentrum GmbH,Vorbereitung auf Schulabschlüsse und Berufsorientierung (MAE_02),01.11.2008,"261.592,50",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
ComFort-Schulungszentrum GmbH,Fernfahrer für Osteuropa FFO_15,01.12.2008,"139.794,46",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Comhard CKB GmbH,MmB - SP 4) Kfm. Training für Menschen mit Behinderung 02,03.11.2008,"212.999,12",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Comhard CKB GmbH,15757 Büroassistent für den europäischen Geschäftsverkehr,18.06.2008,"129.168,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Comhard CKB GmbH,15759 Reiseassistent/-in für Europa,18.06.2008,"129.168,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"D&B, Dienstleistung und Bildung gGmbH",Servicekräfte VBB in Friedr.-Kreuzberg (DUB0107),01.08.2008,"951.022,50",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"D&B, Dienstleistung und Bildung gGmbH",Servicekräfte VBB in Mitte (DUB0108),01.08.2008,"760.818,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"D&B, Dienstleistung und Bildung gGmbH",Altenpflegerhelferausbildung 3/08 (Li.bg) (DUB 120),29.09.2008,"130.968,66",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"D&B, Dienstleistung und Bildung gGmbH",Altenpflegerhelferausbildung 1/08 (Li.bg) Teil2 (DUB 114),01.10.2008,"45.295,56",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
