nome_beneficiari,denominazione_operazione,codice_operazione,tipo_operazione,anno,importo_impegnato,importo_pagato,fund_type,currency,uri
Provincia di Ascoli Piceno,Borsa lavoro,100373,Work Experience,2008,"5.850,00","3.900,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100386,Work Experience,2008,"5.850,00","5.850,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100391,Work Experience,2008,"5.850,00","5.200,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100393,Work Experience,2008,"5.850,00","5.850,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100395,Work Experience,2008,"5.850,00","5.850,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100396,Work Experience,2008,"6.347,25","6.181,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100399,Work Experience,2008,"5.850,00","3.900,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100406,Work Experience,2008,"6.347,25","6.181,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100412,Work Experience,2008,"5.850,00","5.200,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100417,Work Experience,2008,"5.850,00","5.850,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100420,Work Experience,2008,"5.850,00","4.550,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100426,Work Experience,2008,"5.850,00","5.850,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100427,Work Experience,2008,"5.850,00","5.850,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100429,Work Experience,2008,"5.850,00","4.550,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100431,Work Experience,2008,"5.850,00","5.850,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100432,Work Experience,2008,"5.850,00","5.850,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100433,Work Experience,2008,"6.347,25","6.181,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100435,Work Experience,2008,"5.850,00","5.850,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100436,Work Experience,2008,"5.850,00","4.753,13",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100438,Work Experience,2008,"5.850,00","2.600,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100439,Work Experience,2008,"6.347,25","6.126,25",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100442,Work Experience,2008,"5.850,00","5.850,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100454,Work Experience,2008,"5.850,00","4.550,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100458,Work Experience,2008,"5.850,00","3.250,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100459,Work Experience,2008,"6.347,25","6.347,25",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100460,Work Experience,2008,"5.850,00","5.850,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100462,Work Experience,2008,"5.850,00","3.900,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100463,Work Experience,2008,"5.850,00","5.850,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100464,Work Experience,2008,"5.850,00","5.850,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100468,Work Experience,2008,"6.347,25","6.149,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100476,Work Experience,2008,"6.347,25","6.181,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100477,Work Experience,2008,"5.850,00","3.770,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100479,Work Experience,2008,"6.347,25","6.347,25",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100480,Work Experience,2008,"6.347,25","6.181,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100482,Work Experience,2008,"6.347,25","6.181,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Ascoli Piceno,Borsa lavoro,100502,Work Experience,2008,"5.850,00","178,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
