Koodi,Rahasto,Projektin nimi,Ohjelma / osio,Tl,Viranomainen,Toiminnan tila,Aloituspvm,Päättymispvm,Toteuttajan nimi,Myönnetty EU-rahoitus,Toteutunut EU-rahoitus,Myönnetty valtion rahoitus,Toteutunut valtion rahoitus,Suunniteltu julkinen rahoitus yhteensä,Toteutunut julkinen rahoitus yhteensä
S10934,ESR,Henkilöstön osaamisen kehittäminen Siikalatvan oppilaitoksissa - HOKES,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.1.2009,30.6.2011,Haapaveden-Siikalatvan seudun kuntayhtymä,107 917,6 924,70 813,4 544,541 009,13 289
S10972,ESR,"Pohjoiset työpaikat,työvoimapoliittiset toimenpiteet",Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.3.2009,31.12.2013,Lapin TE-keskus,85 200,871,85 200,871,1 534 800,1 742
S10973,ESR,Reimari 2,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.4.2009,31.5.2011,Keski-Pohjanmaan koulutusyhtymä,85 501,0,43 389,0,230 000,0
S10974,ESR,"Kemi-Tornio alueen maahanmuuttajaväestön aktiivinen työllistyminen, työvoimapoliittiset toimenpiteet",Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.1.2009,31.12.2011,Lapin TE-keskus,42 500,1 829,42 500,1 829,235 000,3 658
S10886,ESR,Ammatillisen koulutuksen kehittäminen äkillisissä toimintaympäristön muutoksissa,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.10.2008,31.12.2010,Kemijärven kaupunki/Sivistysosasto,50 750,0,33 050,0,101 500,0
S10888,ESR,Tarinamestarin koulutusohjelma (TarinaMesta),Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.3.2009,28.2.2012,Lapin yliopisto/kasvatustieteiden tiedekunta,104 250,14 465,104 250,14 465,322 550,28 930
S10891,ESR,Oulun eteläisen eMBA,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.3.2009,31.5.2012,KESKI-POHJANMAAN AMMATTIKORKEAKOULU/Haapajärven toimipiste CENTRIA Tutkimus ja kehitys,98 424,5 775,65 169,3 469,356 051,10 209
S10892,ESR,Oulun LUMA-keskus OuLUMA,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.1.2009,31.12.2011,Oulun yliopisto,133 150,0,99 817,0,400 000,0
S10895,ESR,Eurooppalaisen osaamisen hyödyntäminen matkailun tutkimuksen ja koulutuksen kehittämisessä,Programdelen för storområdet Norra Finland,4,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.5.2009,31.10.2010,Lapin yliopisto,70 000,0,49 000,0,140 000,0
S10903,ESR,"Kulttuuriympäristön- ja maisemanhoidon osaaminen voimavaraksi,työvoimapoliittiset toimenpiteet",Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.1.2009,31.12.2011,Lapin TE-keskus,111 300,15 055,111 300,46 863,333 900,61 918
S10910,ESR,Väylä - työvoimarengasmalli ja väylät avoimille työmarkkinoille,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.6.2009,31.12.2013,Rovaniemen koulutuskuntayhtymä/Lapin ammattiopisto,96 991,17 543,71 924,13 009,1 795 543,30 552
S10917,ESR,POROTALOUSYRITTÄMISEN ERILAISET OPPIMISYMPÄRISTÖT - hanke,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.6.2009,31.12.2011,Rovaniemen koulutuskuntayhtymä,34 796,4 320,25 589,3 177,341 695,8 252
S10919,ESR,Matkailu- ja elämyspalvelujen johtamisen eMBA,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.1.2009,31.12.2011,Lapin yliopiston koulutus- ja kehittämispalvelut,74 306,5 249,74 120,5 236,249 860,10 485
S10174,ESR,"Ennakointiohjelma, Keski-Pohjanmaa",Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.6.2008,31.5.2011,Pohjanmaan TE-keskus,116 126,66 254,97 917,56 316,335 156,122 570
S10175,ESR,Yrittäjäpolven vaihdos (YPV ),Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.4.2008,31.12.2010,Kemi-Tornionlaakson koulutuskuntayhtymä Lappia/Kemi-Tornion ammattikorkeakoulu,64 657,7 847,35 933,4 361,421 830,17 655
S10176,ESR,YRITTÄJYYSKOULU,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.2.2008,31.12.2010,Rovaniemen koulutuskuntayhtymä / Lapin ammattiopisto,147 650,59 552,87 650,35 352,295 300,109 763
S10177,ESR,"Pönkkäprojekti - tietoa, tukea ja toimintaa nuorisotiedotuspiste aaltosesta",Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.6.2008,31.7.2011,Tornion kaupunki/ nuorisopalvelut,97 260,38 884,58 356,23 330,364 870,77 768
S10185,ESR,Älykkäät oppimisympäristöt - kehittämisvaihe,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.1.2008,31.5.2009,"Lapin yliopisto, Aluekehitys- ja innovaatiopalvelut",45 000,41 780,22 500,20 890,90 000,62 670
S10188,ESR,Treenataan,Programdelen för storområdet Norra Finland,4,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.9.2008,31.8.2010,Keski-Pohjanmaan koulutusyhtymä / Keski-Pohjanmaan aikuisopisto,45 528,3 751,38 472,3 170,92 000,7 581
S10194,ESR,PuuEdu,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.8.2008,31.12.2010,Koillis-Suomen Aikuiskoulutus Oy,52 999,7 945,39 980,5 993,139 947,14 909
S10207,ESR,Ammatillisen koulutuksen kehittäminen äkillisissä toimintaympäristön muutoksissa,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.6.2008,31.7.2010,Kemijärven kaupunki/Sivistysosasto,82 658,7 926,63 075,6 048,167 535,16 065
S10125,ESR,Levin ympäristöpainotteinen laadunkehittämisen jatkohanke 2010,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,21.2.2008,31.12.2010,Levin Matkailu Oy,75 000,41 159,75 000,41 159,234 375,82 318
S10131,ESR,Moderni kuljetusyritys,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.5.2008,31.12.2010,Kemi-Tornionlaakson koulutuskuntayhtymä Lappia,61 938,25 451,61 938,25 451,175 518,50 902
S10134,ESR,HAI - Haukiputaan ja Iin yritystoiminnan kehittämishanke,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.8.2008,31.7.2011,Haukiputaan Kehitys Oy,174 925,71 931,129 938,54 029,527 518,125 960
S10136,ESR,Maaseutuyrittäjien hyvinvointi,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.8.2008,30.4.2011,Kemi-Tornion ammattikorkeakoulu,93 773,44 758,69 773,33 303,366 907,94 989
S10222,ESR,MUUTOKSESSA MUKANA,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,8.9.2008,31.1.2011,Maaseudun Sivistysliitto,122 514,57 259,90 614,41 234,314 873,108 582
S10225,ESR,Kulttuuriteollisuuden koulutuskokonaisuus,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.8.2008,31.7.2011,Lapin yliopisto,166 775,31 442,166 775,31 442,630 900,62 884
S10238,ESR,"Pyhä-Luosto matkailualueen laadun kehittäminen, vaihe 2.",Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.2.2008,31.12.2010,Kemijärven kaupunki,56 875,35 739,54 875,34 482,174 000,71 183
S10249,ESR,Ylläksen turvallisuus- ja ympäristöpainotteinen laadunkehittämiskokonaisuus 2008-2011,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,12.5.2008,28.2.2011,"Lapin yliopisto, koulutus- ja kehittämispalvelut",95 212,62 509,81 713,53 646,324 000,149 242
S10251,ESR,Lapin Yrityskunto - uusia työhyvinvoinnin malleja,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.6.2008,31.5.2011,"Lapin yliopisto, Yhteiskuntatieteiden tiedekunta",135 261,83 780,135 261,83 780,470 128,167 560
S10255,ESR,PohBio-hanke,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.5.2008,31.12.2010,Pudasjärven kaupunki,97 016,38 886,73 188,29 335,194 519,82 179
S10258,ESR,Tulevaisuuden osaaminen,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.5.2008,31.12.2011,Ylivieskan seutukuntayhdistys ry,226 427,114 501,170 813,86 377,853 150,225 854
S10261,ESR,Nuorten hyvinvoinnin ankkurit Lapissa - hanke,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.5.2008,31.10.2010,Kolpeneen palvelukeskuksen kuntayhtymä,195 303,26 655,140 618,18 661,390 606,46 284
S10291,ESR,Hyvinvointivalmennus,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.8.2008,31.7.2011,Sallan kunta,44 166,10 735,70 000,17 015,278 550,32 647
S10292,ESR,YRTES 2008-2010,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.8.2008,31.3.2011,"Rovaniemen koulutuskuntayhtymä, RAMK, Hyvinvointialat",153 000,37 686,87 000,21 998,300 000,66 540
S10299,ESR,Osaamisella uusia yrityksiä ja tehoa yritystoimintaan,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.9.2008,31.12.2010,Pohjois-Pohjanmaan TE-keskus,1 256 000,223 403,1 256 000,223 403,2 512 000,446 806
S10300,ESR,DRAIVI Primus,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,6.5.2008,5.5.2011,"Oulun kaupunki, Oulun seudun yrityspalvelukeskus",231 500,85 431,174 763,64 536,785 020,200 073
S10301,ESR,Työvarma - Työvoimansaatavuuden Varmistaminen Maaseutumaisella alueella,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.12.2008,30.11.2011,Kehittämiskeskus Pohjantähti,115 985,40 516,87 498,30 564,464 904,101 633
S10312,ESR,Valmistamo - nuorten kulttuurin innovaatiot menestystekijänä Oulun seudulla,Programdelen för storområdet Norra Finland,3,Norra Österbottens förbund,Verksamhet pågår,6.5.2008,30.4.2011,Oulun kaupungin nuorisoasiainkeskus,106 740,39 928,53 370,19 964,496 000,99 821
S10320,ESR,Kansalaislähtöinen ja teknologiatuettu sosiaalisen hyvinvoinnin ja terveyden edistämisen osaaminen - KeSTO,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.8.2008,31.7.2011,Rovaniemen koulutuskuntayhtymä/RAMK,204 400,31 393,135 600,20 826,414 800,65 549
S10331,ESR,Työperäinen maahanmuutto Siikalatvan seutukunnassa Strategian prosessointi,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.12.2008,31.12.2009,Haapaveden-Siikalatvan seudun kuntayhtymä,32 823,25 583,24 762,19 300,67 710,55 255
S10333,ESR,Tuotannollisten yritysten menestystekijät,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.5.2008,30.4.2011,Haapaveden Teknologiakylä Oy,141 712,81 355,106 905,61 373,426 638,152 141
S10352,ESR,Valmistumishautomo,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.10.2008,30.9.2011,"Keski-Pohjanmaan ammatikorkeakoulu, CENTRIA tutkimus ja kehitys",55 890,4 965,30 035,2 668,258 702,9 853
S10361,ESR,Kasvava yritys -kehittämisohjelma,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.4.2008,31.3.2011,"Jyväskylän yliopisto, Kokkolan yliopistokeskus Chydenius",90 143,39 667,76 242,33 550,334 630,79 484
S10365,ESR,Ammattitaidolla maailman huipulle,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.8.2008,31.5.2010,Oulun seudun koulutuskuntayhtymä,93 465,58 825,24 873,15 654,195 191,124 073
S10071,ESR,Elävää Kuvaa -projekti,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.3.2008,31.12.2010,Sodankylän kunta,81 790,21 383,74 110,19 375,295 100,73 865
S10080,ESR,fForum,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.7.2008,31.12.2011,"Oulun seudun ammattikorkeakoulu, Täydennyskoulutus",239 264,67 954,178 136,49 127,678 720,127 418
S10082,ESR,Spinnovaattori,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.3.2008,31.12.2010,Kemi-Tornionlaakson koulutuskuntayhtymä Lappia/Kemi-Tornion ammattikorkeakoulu,88 246,31 714,44 121,15 856,289 726,54 644
S10086,ESR,Oulu Business Node -valmennusohjelma,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.6.2008,31.12.2010,Technopolis Ventures Oulu Oy,380 827,151 193,287 290,97 840,1 019 780,264 932
S10102,ESR,MoKo - Mobiilien päätelaitteiden ja konvergoivien verkkojen koulutushanke,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.8.2008,31.12.2011,OSEKK / Oulun seudun ammattikorkeakoulu / Tekniikan yksikkö,134 235,86 709,101 265,26 518,597 000,130 562
S10106,ESR,Toiminnanohjausjärjestelmäosaamisen siirto Lappiin (TOSI),Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.2.2008,31.10.2009,"Kemi-Tornionlaakson koulutuskuntayhtymä Lappia, Kemi-Tornion Ammattikorkeakoulu",240 135,211 022,139 665,122 732,480 270,456 249
S10109,ESR,MEKLOG - Mekaniikan ja logistiikan kehitysprojekti,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.8.2008,30.4.2011,Oulun Aikuiskoulutuskeskus Oy,106 625,46 925,80 875,35 593,583 200,110 786
S10112,ESR,Lapin etäopetuksen tukipalvelut,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.2.2008,31.12.2010,Kemi-Tornionlaakson koulutuskuntayhtymä Lappia/Kemi-Tornion ammattikorkeakoulu,371 150,114 985,229 313,71 042,1 121 484,222 383
S10057,ESR,Lapin Laatutonni ja Ympäristöohjelma 2010,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.2.2008,31.12.2010,Haaga-Perho / Haaga Instituutti -säätiö,94 500,37 475,94 500,37 475,280 500,74 950
S10058,ESR,TUIKKU,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.6.2008,31.3.2011,Oulun Diakonissalaitoksen Säätiö,196 147,85 173,148 254,64 377,525 449,163 298
S10701,ESR,Oulun vuoriklusteri,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,29.1.2008,31.12.2010,Oulun yliopisto,143 962,62 222,86 288,37 294,497 400,120 272
S10726,ESR,"TOKKA2, toisen asteen koulutus- ja yhteiskuntatakuu erilailla oppijoille Lapissa",Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.12.2008,31.7.2011,Rovaniemen koulutuskuntayhtymä,272 492,31 500,163 732,18 927,685 482,59 439
S10727,ESR,Askel askeleelta- projekti,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.1.2009,31.12.2010,Kittilän kunta,52 065,0,0,0,251 540,0
S10731,ESR,Työperäisen maahanmuuton toimintamalli,Programdelen för storområdet Norra Finland,4,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.3.2009,31.7.2010,"Lapin TE-Keskus, työvoimaosasto",29 635,19 045,29 635,19 045,131 100,38 090
S10751,ESR,Strategialähtöinen liiketoimintaosaamisen  kehittäminen - (SLK),Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.9.2008,31.8.2011,Oulun seudun koulutuskuntayhtymä/ Oulun seudun ammattikorkeakoulu,141 723,71 977,73 642,37 400,660 770,109 377
S10752,ESR,Osaavat työmarkkinat,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.6.2008,28.2.2011,Raahen aikuiskoulutuskeskus Oy,75 584,41 082,48 792,26 520,303 924,68 443
S10753,ESR,Psykoterapian osaajia Lapin lääniin,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.12.2008,31.12.2012,Lapin yliopiston koulutus- ja kehittämispalvelut,119 547,5 269,38 507,1 697,477 057,6 966
S10754,ESR,Ideasta liiketoiminnaksi hyvinvontiteknologia-alalla (Wellness Technology Business Program),Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,15.10.2008,15.10.2011,Oulun yliopisto/Koulutus- ja tutkimuspalvelut,66 942,26 743,53 635,21 426,345 435,48 169
S10757,ESR,Väylät auki,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.10.2008,30.9.2011,Siika-Pyhäjokialueen koulutuskuntayhtymä,84 733,15 623,63 521,11 712,227 950,31 544
S10758,ESR,Opiskelijalle hyvä tulevaisuus,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.11.2008,30.10.2011,Hämeen ammatillisen korkeakoulutuksen kuntayhtymä,101 594,38 576,71 793,27 260,514 310,73 582
S10759,ESR,Tulevaisuuden koulu/Verkko-oppiminen,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.1.2009,31.12.2011,Oulun kaupunki,166 307,20 780,101 367,12 665,497 509,41 807
S10762,ESR,Asuntola - riitti aikuisuuteen,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.1.2009,31.12.2011,Peräpohjolan Kansanopiston kannatusyhdistys ry,128 456,21 829,88 924,15 111,375 741,41 054
S10763,ESR,Kulttuuriympäristön- ja maisemanhoidon osaaminen voimavaraksi,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.1.2009,31.12.2011,Lapin ympäristökeskus,39 875,20 465,31 475,16 154,249 250,36 619
S10764,ESR,Kumppanuushanke Verso,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.3.2009,31.12.2013,"Rovaniemen kaupunki, perusturvalautakunta, maahanmuuttajatoimisto",149 583,30 132,111 301,22 420,1 961 524,52 552
S10770,ESR,Saariselän alueen matkailun laadun kehittämiskoulutus 2009-2011,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.1.2009,31.12.2011,Kalotin oppimiskeskus,49 658,610,36 857,453,156 484,1 063
S10777,ESR,Tietomallipohjaisen suunnitteluteknologian soveltaminen,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.2.2009,30.9.2011,Kemi-Tornionlaakson koulutuskuntayhtymä Lappia,142 200,6 368,101 600,4 550,414 576,10 918
S10779,ESR,TYÖYHTEISÖJEN KULTTUURITIETOISUUSVALMENNUS,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.12.2008,31.8.2011,Oulun Aikuiskoulutuskeskus Oy,85 409,41 745,54 605,26 689,446 415,69 444
S10781,ESR,Innovaatioilla yhteistyöhön - Perämerenkaaren yhteisöt kansainvälisiin hankkeisiin,Programdelen för storområdet Norra Finland,4,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,15.1.2009,15.5.2010,Dimes ry,55 826,10 309,42 115,7 777,111 932,32 077
S10782,ESR,Arvokkaiden rakennusten korjausosaamista Lappiin,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.10.2008,31.12.2011,Lapin ympäristökeskus,105 882,8 097,152 368,11 652,459 050,21 478
S10784,ESR,Innovatiivisen ICT-oppimisympäristön kehittämishanke,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.1.2009,31.12.2010,Reisjärven Kristillinen Kansanopistoyhdistys ry,24 992,2 274,24 992,2 274,94 672,4 548
S10787,ESR,Työvoimapoliittisten toimenpiteiden koordinaatiohanke,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.1.2009,31.12.2009,Lapin TE-keskus,51 900,39 514,51 900,39 514,103 800,79 028
S10790,ESR,Ura-ja elämänsuunnittelulla ote ammattiin (URATAKOMO),Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.1.2009,30.4.2011,Rovaniemen koulutuskuntayhtymä/Lapin ammattiopisto,163 435,15 833,102 890,9 967,387 500,25 800
S10805,ESR,Tsemppiä finaaliin,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.1.2009,31.12.2011,Kokkotyö-säätiö,54 675,3 399,25 325,1 574,160 000,6 634
S10811,ESR,Puomi (Paja Uusien Onnistumisien Monipuolinen Innostaja ),Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.1.2009,31.12.2011,Pudasjärven Kaupunki,137 670,31 554,103 251,23 665,393 072,63 154
S10812,ESR,"Kannattavaa liiketoimintaa seutukunnan kehittämiseen, KALSKE",Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.9.2008,31.7.2011,"Oulun seudun koulutuskuntayhtymä, Oulun seudun ammattikorkeakoulu, Tekniikan yksikkö, Raahen kampus",114 040,49 243,89 240,38 534,486 800,101 777
S10813,ESR,ASKO - Aikuiskoulutuksen sähköisten koulutuspalveluiden kehittäminen,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.1.2009,31.12.2011,Kalajokilaakson koulutuskuntayhtymä,118 821,18 636,86 619,13 585,353 314,32 221
S10820,ESR,Ympäristötalouden tutkimuksen ja koulutuksen kehittäminen Pohjois-Suomessa,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.1.2009,31.12.2011,"Oulun yliopisto, Thule instituutti",96 550,5 345,72 850,4 033,290 400,9 378
S10826,ESR,Pohjoiset työpaikat,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.3.2009,31.12.2013,Seita -säätiö,104 850,26 089,77 750,19 346,1 120 850,51 702
S10827,ESR,Kaivoskoulutuksen verkko-oppimateriaalivaranto,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.3.2009,31.12.2010,"Rovaniemen koulutuskuntayhtymä, Lapin ammattiopisto",165 713,0,99 427,0,331 425,0
S10837,ESR,Luontaishoidon palveluita Lapista ammattitaitoisesti ja turvallisesti,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.1.2009,31.12.2011,Rovaniemen koulutuskuntayhtymä,165 768,24 839,105 767,15 848,499 676,50 079
S10851,ESR,PAT - Pitkäaikaistyöttömien syrjäytymisen ehkäisy,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.12.2008,31.12.2010,Taukokangas-säätiö,118 000,18 724,89 000,14 122,241 274,32 846
S10854,ESR,INNOPI - innovatiivinen oppimisympäristö,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.10.2008,30.9.2011,Oulun seudun koulutuskuntayhtymä / Oulun seudun ammattikorkeakoulu,123 325,58 796,78 625,37 485,610 650,105 869
S10855,ESR,LYKKY  Liiketoimintaosaamista hyvinvointialalle ja yhteiskuntavastuullista yrittäjyyttä koulutusyhteistyöllä,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.3.2009,31.10.2011,Oulun seudun koulutuskuntayhtymä/Oulun seudun ammattikorkeakoulu/Sosiaali- ja terveysalan yksikkö,134 770,20 050,101 669,15 125,481 993,35 175
S10860,ESR,Elämäntapa,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.4.2009,31.3.2012,Pudasjärven Perhekeskusyhdistys ry,51 963,11 557,39 200,8 719,180 900,20 276
S10861,ESR,Elämäntapa - TYÖVOIMAPOLIITTISET TOIMENPITEET,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.4.2009,31.3.2012,Pohjois-Pohjanmaan TE - keskus,97 185,0,73 315,0,364 800,0
S10864,ESR,Vaihtovalmennusohjelma - Toimenpiteet,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.9.2008,31.12.2011,Pohjanmaan TE-keskus,263 069,86 594,198 536,65 352,623 605,241 284
