Koodi,Rahasto,Projektin nimi,Ohjelma / osio,Tl,Viranomainen,Toiminnan tila,Aloituspvm,P‰‰ttymispvm,Toteuttajan nimi,Myˆnnetty EU-rahoitus,Toteutunut EU-rahoitus,Myˆnnetty valtion rahoitus,Toteutunut valtion rahoitus,Suunniteltu julkinen rahoitus yhteens‰,Toteutunut julkinen rahoitus yhteens‰
A542292,EAKR,"Suurj‰nnitejakeluj‰rjestelmien suunnittelu, koestus- ja kunnossapitotoimintojen kehitt‰minen ja yrityksen jatkuvuuden turvaaminen",÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,12.2.2009,31.3.2011,SLT-CONSULTS OY,22 872,0,17 898,0,40 770,0
A542293,EAKR,Toiminnanohjausj‰rjestelm‰n k‰yttˆˆnottoprojekti,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,12.2.2009,30.6.2010,SSG SAHALA OY,44 768,0,35 032,0,79 800,0
A542319,EAKR,Iskunvaimentimien testauslaitteiden hankinta,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,13.2.2009,31.8.2009,JARKKO HONKANEN,4 991,2 819,2 139,1 208,7 130,4 027
A542333,EAKR,Ohjelmapalvelutoiminnan kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,11.2.2009,31.5.2010,KERIMAAN LOMAKESKUS OY,15 680,6 114,6 720,2 620,22 400,8 734
A542350,EAKR,Investoinnit sopimusvalmistuksen lis‰‰miseen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,16.2.2009,31.12.2009,MIKEMET OY,40 635,40 635,17 415,17 415,58 050,58 050
A542372,EAKR,Avainhenkilˆn palkkaus.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,17.2.2009,16.2.2010,KARELIAN PUU- JA METALLI OY,15 682,8 158,10 068,5 237,25 750,13 395
A542375,EAKR,BM-hallij‰rjestelm‰,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,17.2.2009,30.9.2010,BETONIMESTARIT OY,23 020,0,14 780,0,37 800,0
A542418,EAKR,Uuden pipettisukupolven kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,18.2.2009,31.12.2010,THERMO FISHER SCIENTIFIC OY,146 160,0,93 840,0,240 000,0
A542441,EAKR,kansainv‰listymishanke,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,19.2.2009,30.7.2010,DESIPO OY,12 038,0,10 462,0,22 500,0
A542446,EAKR,AQAP 2110 sertifikaatin mukainen toimintamalli,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,19.2.2009,31.3.2010,CONTROL EXPRESS FINLAND OY,10 786,0,9 374,0,20 160,0
A542471,EAKR,Tuotannonohjauksen kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,20.2.2009,31.1.2011,FEELFOREST OY,9 095,0,7 905,0,17 000,0
A542489,EAKR,"Testier‰ teollisen vedenpullotuksen valmistelemiseksi. Koepumppaus, koepullotus, koemarkkinointi ja tuotteen br‰nd‰ys",÷stra Finland,1,,Verksamhet pÂgÂr,20.2.2009,28.2.2010,FASHION OY,8 694,0,7 556,0,16 250,0
A543064,EAKR,Kone- ja laitehankinnat,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,1.4.2009,31.3.2010,AUTOKORJAAMO SAMI LAITINEN,9 379,0,6 021,0,15 400,0
A543083,EAKR,Teollisuusbrodeerauskone,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,24.3.2009,31.12.2009,COMISTEPAJA AVOIN YHTI÷,2 709,2 415,1 161,1 035,3 870,3 450
A543112,EAKR,Koko liiketoiminnan kattavan toiminnanohjausj‰rjestelm‰n kehitt‰minen.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,1.4.2009,31.3.2011,JOPTEK OY COMPOSITES,31 589,0,20 281,0,51 870,0
A543113,EAKR,Laatuj‰rjestelm‰n kehitt‰minen.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,24.3.2009,30.1.2010,DAVID SPORTS OY,8 526,0,5 474,0,14 000,0
A543160,EAKR,Kansainv‰listymisprojekti,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,25.3.2009,31.12.2009,PUNKALIVE OY,17 966,11 739,11 534,7 537,29 500,19 276
A543171,EAKR,Uuden tuotantolinjan kone- ja laiteinvestoinnit ja muut kehitt‰mistoimenpiteet.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,1.4.2009,31.12.2010,LIEKSAN SAHA OY,56 150,20 223,36 050,12 984,104 915,33 207
A543172,EAKR,Markkinoinnin kehitt‰mishanke,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,26.3.2009,31.12.2010,FINN-BOIS MTR OY,13 295,0,11 555,0,24 850,0
A543175,EAKR,Tuotantotilojen muutostyˆt ja konehankinnat.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,23.1.2009,30.11.2009,VEEKMAS OY,17 052,0,10 948,0,28 000,0
A543199,EAKR,Toiminnan k‰ynnist‰minen Varkaudessa,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,26.3.2009,31.12.2011,BIOWER OY,106 895,17 722,106 895,17 722,213 790,35 444
A543221,EAKR,Kallioniemen matkailuhanke,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,27.3.2009,31.8.2010,KIINTEIST÷ OY KALLIONIEMI,38 039,0,33 061,0,81 156,0
A543254,EAKR,Majoitus- ym. palveluiden kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,30.3.2009,31.12.2010,LOMA-ORAVI OY,157 487,0,101 113,0,258 600,0
A543351,EAKR,Tuotantokapasiteetin laajennus.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,31.3.2009,31.12.2011,SUOJASAUMA OY,121 739,0,78 161,0,199 900,0
A543372,EAKR,Kuivatuotteiden viennin vahvistaminen sek‰ tuoteturvallisuuden ja tehokkuuden kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamhet pÂgÂr,1.4.2009,31.7.2010,KIANTAMA OY,69 504,0,68 126,0,137 630,0
A543428,EAKR,Toiminnanohjausjerjestelm‰investointi.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamhet pÂgÂr,1.4.2009,28.2.2010,HUOLTAMO K JA P SALMELA,3 510,0,3 510,0,7 020,0
A543439,EAKR,Tuotteiden ja tuotantomenetelminen kehitt‰mishanke.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,2.4.2009,31.3.2010,TKR-MARKETING OY,27 131,3 656,17 419,2 348,44 550,6 004
A543490,EAKR,"Yrityksen perustaminen SonnSe Oy, Toiminnan kehitt‰minen Elena Sonne (tmi)",÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,1.4.2009,1.4.2009,SONNSE OY,9 677,4 886,6 210,3 136,15 887,8 022
A542805,EAKR,Tuotantotilan laajennus ja konehankinnat,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,1.4.2009,31.12.2010,JOEN KIVITUOTE OY,39 433,0,25 317,0,64 750,0
A542837,EAKR,Uusien nanokokoisten lis‰aineiden k‰yttˆ sekapolton likaantumis- ja korroosio-ongelmien sek‰ p‰‰stˆjen hallinnassa,÷stra Finland,2,Tekes,Verksamhet pÂgÂr,1.1.2009,31.12.2011,KUOPION YLIOPISTO,254 082,0,215 918,0,470 000,0
A542838,EAKR,Kairest Palvelukeskus,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamhet pÂgÂr,11.3.2009,31.12.2009,KAIREST OY,7 711,0,7 559,0,15 270,0
A542854,EAKR,Korsun keittiˆ,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamhet pÂgÂr,12.3.2009,31.8.2010,ERƒMATKAILU KORPI KORSU KY,14 014,0,13 736,0,27 750,0
A542875,EAKR,Mittauskaluston hankkiminen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,13.3.2009,31.8.2009,MAANMITTAUSPALVELU PUTTONEN OY,6 420,5 367,5 580,4 664,12 000,10 031
A542893,EAKR,"GlutExo, erikoisleipomo Savonlinnan Kellarpeltoon.",÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,16.3.2009,31.12.2009,EXOTRON OY,5 430,0,4 720,0,10 150,0
A542931,EAKR,Leikkuunesteiden kierr‰tyksen ja j‰tehuoltopalveluiden kehitt‰minen kone- ja metalliteollisuudessa,÷stra Finland,2,Tekes,Verksamhet pÂgÂr,1.3.2009,1.12.2010,SAVONIA-AMMATTIKORKEAKOULUN KUNTAYHTYMƒ,45 951,6 981,39 049,5 933,85 000,12 914
A542987,EAKR,Dimex Oy:n kasvuohjelma,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,26.5.2009,31.12.2010,DIMEX OY,15 225,8 831,9 775,5 669,25 000,14 500
A543024,EAKR,Karkialammen toimintaymp‰ristˆn sopeuttaminen muutokseen.,÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,1.10.2009,30.4.2011,MIKKELIN SEUDUN ELINKEINOYHTI÷ MISET OY,166 880,0,113 120,0,280 000,0
A543034,EAKR,Koneinvestoinnit,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,18.3.2009,30.5.2010,SUUNTAKARTTA OY JOENSUU,10 718,6 486,6 882,4 164,19 154,12 204
A543035,EAKR,J‰tehuolto- ja kierr‰tysliiketoiminnan kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,23.3.2009,30.4.2010,PUNKAHARJUN KULJETUS MUHONEN OY,40 125,15 007,34 875,13 043,75 000,28 050
A543038,EAKR,Toiminnan kehitt‰mishanke,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,20.3.2009,31.12.2010,OPLATEK OY,33 477,0,21 493,0,54 970,0
A542532,EAKR,Louhintayritys Suomussalmelle.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamhet pÂgÂr,24.2.2009,23.2.2011,MASTONE OY,79 361,0,77 789,0,157 150,0
A542556,EAKR,Saksan viennin kartoitus,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,23.2.2009,30.6.2010,SUOMEN VALUGRILLI OY,15 834,0,10 166,0,26 000,0
A542566,EAKR,Yrityksen tuotteiden ja palveluiden kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,25.2.2009,31.12.2009,ASENNUSLIIKE J. MONONEN OY,7 307,0,4 693,0,12 000,0
A542567,EAKR,Tuotannon koneinvestoinnit,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,1.3.2009,30.6.2011,OUNEVA OY,160 776,0,103 224,0,264 000,0
A542571,EAKR,Lukkosuojakotelo,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamhet pÂgÂr,26.2.2009,25.2.2011,KAINUUN KIINTEIST÷PALVELUT LAMPINEN,14 812,0,14 508,0,29 320,0
A542574,EAKR,Uuden ovimalliston tuotekehitys,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,26.2.2009,31.5.2010,PUU-LE OY,12 412,0,10 788,0,23 200,0
A542575,EAKR,Toiminnan kehitt‰minen valokaapelilaiteinvestoinnin avulla,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,26.2.2009,31.12.2009,ETELƒ-SAVON TELEASENNUS OY,5 985,5 985,2 565,2 565,8 550,8 550
A542615,EAKR,Erillislomahuoneistojen rakentaminen valmistaloteknologialla.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamhet pÂgÂr,1.3.2009,30.11.2010,NATURE PROJECTS OY,114 181,75 508,111 919,74 013,226 100,149 521
A542628,EAKR,3D mikro- ja nanorakenteet,÷stra Finland,2,Tekes,Verksamhet pÂgÂr,1.7.2009,30.6.2011,JOENSUUN YLIOPISTOFYSIIKAN JA MATEMATIIKAN LAITOS,769 969,0,483 031,0,1 253 000,0
A542670,EAKR,Xon-puiston kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,4.3.2009,31.8.2010,DESIPIO OY,32 521,32 521,20 879,20 879,62 719,62 719
A542672,EAKR,Toiminnanohjausj‰rjestelm‰,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,2.3.2009,31.8.2010,PIAKO OY,36 841,0,15 789,0,52 630,0
A542673,EAKR,Wet 2010 Tuotteistus- ja toiminnankehitysprojekti,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,3.3.2009,30.6.2010,WETEND TECHNOLOGIES OY,28 248,0,24 552,0,52 800,0
A542674,EAKR,Kansainv‰listymishanke,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,3.3.2009,31.5.2010,"PIRTAKKA, VELJEKSET HƒLIKKƒ",11 503,3 387,9 997,2 944,21 500,6 331
A542752,EAKR,Tuotannon tehostaminen ja kapasiteetin kasvattaminen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,2.3.2009,30.9.2010,LIEKSAN LAATUHERKUT OY,72 471,0,46 529,0,119 000,0
A542765,EAKR,3D mikro- ja nanorakenteet,÷stra Finland,2,Tekes,Verksamhet pÂgÂr,1.7.2009,30.6.2011,JOENSUUN KAUPUNKI,737 400,0,462 600,0,1 200 000,0
A540946,EAKR,Aateli Saari.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamhet pÂgÂr,29.10.2008,28.2.2010,VUOKATIN KATINKULMA OY,67 503,43 920,66 167,43 050,133 670,86 970
A540968,EAKR,Liikkuvien sek‰ siirrett‰vien koneiden ja laitteiden ohjausj‰rjestelmien et‰hallinta.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,31.10.2008,31.3.2010,M-MOTION LTD OY,48 650,22 513,20 850,9 648,69 500,32 161
A540974,EAKR,Mittaus- ja automaatioj‰rjestelm‰,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,31.10.2008,30.6.2010,EXIMUS OY,31 556,0,25 714,0,57 270,0
A540987,EAKR,SAIMASTRA,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,3.11.2008,31.10.2009,SAIMA SOFT & PEOPLE OY,23 264,6 722,14 936,4 316,38 200,11 038
A541004,EAKR,Tuotantolaitoksen suunnitelu,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,13.11.2008,29.5.2009,F. K. TRUBE OY,11 220,2 578,8 780,2 017,20 000,4 595
A541023,EAKR,valmistus- ja tyˆstˆkoneiden hankinta,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,6.11.2008,30.6.2009,LASILINKKI OY,25 578,18 769,16 422,12 050,42 000,30 819
A541024,EAKR,Tuottavuuden kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,5.11.2008,31.12.2010,TMI KITEEN PUUJALOSTE,1 660,0,1 660,0,3 320,0
A541028,EAKR,Codemill Oy:n tuotekehityshanke,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamhet pÂgÂr,15.11.2008,14.11.2010,CODEMILL OY,8 850,0,8 670,0,17 520,0
A541029,EAKR,CRM-asiakkuuushallinnan laadinta ja laatuj‰rjestelm‰n kehitt‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,6.11.2008,31.10.2010,KUOPION YKK÷STILIT OY,15 420,3 031,9 900,1 946,25 320,4 977
A541045,EAKR,Clipperilinjan rakentaminen.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,7.11.2008,30.6.2009,RAUTALAMMIN VIILUTUOTE OY,21 559,21 559,13 841,13 841,35 400,35 400
A541049,EAKR,Investointihanke,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,7.11.2008,31.7.2009,MAINOSTALO MAINOSPUU OY,4 800,4 800,1 200,1 200,6 000,6 000
A541064,EAKR,Kattopeltivalmistus,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamhet pÂgÂr,17.11.2008,16.11.2010,VESIKATTOPALVELU KEMPPAINEN OY,36 764,16 887,36 036,16 553,72 800,33 440
A541129,EAKR,Psykiatristen tautimallien yksikˆn perustaminen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,15.11.2008,14.11.2010,CEREBRICON OY,150 987,0,118 153,0,269 140,0
A541149,EAKR,"API ja RTM veneteollisuudessa -tuotantotehokkuuden, pinnanlaadun ja rakenteiden kehitt‰minen.",÷stra Finland,2,Tekes,Verksamhet pÂgÂr,1.10.2008,31.12.2010,TAMPEREEN TEKNILLINEN YLIOPISTO,153 272,7 987,84 728,4 415,238 000,12 402
A541152,EAKR,"API ja RTM veneteollisuudessa -tuotantotehokkuuden, pinnan laadun ja rakenteiden kehitt‰minen",÷stra Finland,2,Tekes,Verksamhet pÂgÂr,1.10.2008,31.12.2010,MIKKELIN AMMATTIKORKEAKOULUYHTYMƒ,146 156,29 180,80 794,16 131,226 950,45 311
A541165,EAKR,vesileikkausliiketoiminnan laajentaminen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,19.11.2008,31.12.2010,VV- WORK OY,53 257,31 407,34 193,20 165,100 038,55 294
A541166,EAKR,uuden liiketoiminnon k‰ynnist‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,19.11.2008,31.12.2009,J5L-PRODUCTION OY,10 466,5 351,6 719,3 436,17 185,8 787
A540733,EAKR,El‰inlaboratorioalan palveluyrityksen k‰ynnist‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,13.10.2008,31.12.2010,MOVET OY,43 969,33 963,31 101,21 807,75 070,55 770
A540749,EAKR,Kansainv‰listymisen kehitt‰minen It‰vallan ja Kroatian alueille.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,14.10.2008,30.6.2010,PROFILE VEHICLES OY,5 786,0,3 714,0,9 500,0
A540820,EAKR,Investointihanke,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,17.10.2008,1.6.2009,PESUTEKNO OY,15 134,15 134,9 716,9 716,24 850,24 850
A540824,EAKR,Dopamiinianturi,÷stra Finland,2,Tekes,Verksamhet pÂgÂr,1.11.2008,31.10.2010,KUOPION YLIOPISTO,176 198,23 939,127 802,17 363,304 000,41 302
A540825,EAKR,Projektinhallinta- ja j‰rjestelm‰toimittaja-akatemia,÷stra Finland,2,Tekes,Verksamhet pÂgÂr,4.8.2008,31.3.2010,SAVONIA-AMMATTIKORKEAKOULUN KUNTAYHTYMƒ,95 344,28 200,69 156,20 455,164 500,48 655
A540853,EAKR,Seudun matkailun kehitt‰minen,÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,21.10.2008,31.12.2009,OUTOKUMMUN KAUPUNKI,25 081,0,17 429,0,42 510,0
A540860,EAKR,Laajennushanke langattomiin tietoliikenneverkkopalvelujen tarjontaan,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamheten har upphˆrt,22.10.2008,30.4.2009,PALMIONET KY,3 480,2 961,3 480,2 771,6 960,5 732
A540861,EAKR,Lis‰tilojen rakentaminen ja konehankinnat.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,1.11.2008,30.6.2010,NURMEKSEN TY÷ST÷ JA TARVIKE OY,182 400,54 506,182 400,54 505,364 800,109 011
A540874,EAKR,JOT Asennus Oy:n toiminnan laajentaminen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,23.10.2008,31.12.2010,JOT ASENNUS OY,61 161,0,49 839,0,111 000,0
A540875,EAKR,Puun NDT,÷stra Finland,2,Tekes,Verksamhet pÂgÂr,1.9.2008,31.8.2011,KUOPION YLIOPISTO,198 687,54 892,144 113,39 814,342 800,94 706
A540892,EAKR,Konepajan k‰ynnist‰miseen tarvittavat investoinnit,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamhet pÂgÂr,27.10.2008,28.2.2010,HELLMET OYKƒRKKƒINEN ANTTI,29 754,18 367,24 246,14 967,59 427,33 334
A540904,EAKR,Erityisasiantuntijapalvelujen lis‰‰minen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamhet pÂgÂr,1.11.2008,31.10.2009,MJM SOLUTIONS OY,10 962,0,7 038,0,18 000,0
A540914,EAKR,Yrityksen kehitt‰minen investoimsˆˆs laserlevytyˆstˆkeskukseen.,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamheten har upphˆrt,28.10.2008,31.12.2009,NURMEKSEN METALLI OY,87 148,87 148,55 952,55 952,143 100,143 100
A534810,EAKR,Kaisankulman alueen majoituskapasiteetin laajentaminen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Kajanaland, fˆretagsstˆd",Verksamheten har upphˆrt,1.6.2007,30.11.2008,RTG INVEST OY,175 189,175 189,112 478,112 478,287 667,287 667
A534828,EAKR,Silppurin kehitt‰mishanke,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,12.4.2007,31.8.2008,PAIMET KY,9 359,9 159,6 341,6 206,15 700,15 365
A534830,EAKR,Kansainv‰listymishanke,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,13.4.2007,30.6.2008,SUPPONOR OY,33 251,33 251,21 349,21 349,54 600,54 600
A534833,EAKR,Teollisuuskiinteistˆn rakentaminen,÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,13.4.2007,30.9.2008,KIINTEIST÷ OY PIEKSUUNLAHTI,424 393,408 818,294 917,284 093,719 310,692 911
A534835,EAKR,Betonituotetehtaan perustaminen,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,1.5.2007,31.12.2008,SV-ELEMENT OY,49 877,49 877,32 023,32 023,82 058,82 058
A534883,EAKR,Laadulla maailmalle-markkinointihanke,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,18.4.2007,31.3.2009,SAIMAAN CHARMANTIT OY,55 419,44 730,35 581,28 719,91 000,73 449
A534902,EAKR,konehankinnat,÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen, fˆretagsstˆd",Verksamheten har upphˆrt,18.4.2007,31.3.2008,JOENSUUN TEOLLISUUSMAALAAMO OY,148 535,148 535,95 365,95 365,243 900,243 900
A534916,EAKR,"4G-turvatelnologia, kiinteistˆautomaatio langattomalla tekniikalla sek‰ uusiin ett‰ vanhoihin kiinteistˆihin",÷stra Finland,1,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax, fˆretagsstˆd",Verksamheten har upphˆrt,23.4.2007,30.6.2008,APL-SYSTEMS OY,10 657,5 736,6 843,3 684,17 500,9 420
