"Operačný program","Názov prijímateľa","Názov projektu","Rok - Začiatok realizácie","Mesiac - Začiatok realizácie","Rok - Koniec realizácie","Mesiac - Koniec realizácie","Spolufinancovanie","EÚ zdroje - Zazmluvnené prostriedky","ŠR zdroje - Zazmluvnené prostriedky","Spolu - Zazmluvnené prostriedky","EÚ zdroje - Vyčerpané prostriedky","ŠR zdroje - Vyčerpané prostriedky","Spolu - Vyčerpané prostriedky"
"Regionálny operačný program","00313751 - Predajná","22110120293 - Rekonštrukcia ZŠ Predajná",2008,"Júl",2010,"December",27395.94,465731.02,54791.88,520522.9,0,0,0
"Regionálny operačný program","00313874 - Obec Telgárt","22110120373 - ZŠ Telgárt",2008,"Apríl",2010,"November",17009.93,289168.78,34019.86,323188.64,0,0,0
"Regionálny operačný program","00313904 - Obec Valaská","22110120195 - ZŠ Valaská",2008,"September",2011,"Január",42666.92,725337.57,85333.83,810671.4,313428.69,36873.96,350302.65
"Regionálny operačný program","00313971 - Čadca","22110120056 - ZŠ Rázusova Čadca",2008,"Marec",2011,"Február",80642.32,1370919.42,161284.64,1532204.06,20145.38,2370.05,22515.43
"Regionálny operačný program","00313980 - Obec Čierne","22110120060 - ZŠ s MŠ Čierne",2007,"November",2010,"Jún",64147.94,1090514.9,128295.87,1218810.77,230709.48,27142.29,257851.77
"Regionálny operačný program","00314048 - Klokočov","22110120233 - ZŠ Klokočov",2007,"November",2010,"Jún",22471.75,382019.67,44943.49,426963.16,154988.13,18233.9,173222.03
"Regionálny operačný program","00314064 - Obec Korňa","22110120382 - ZŠ Korňa",2008,"Marec",2011,"Marec",23037.67,391640.41,46075.34,437715.75,0,0,0
"Regionálny operačný program","00314072 - Krásno nad Kysucou","22110120100 - ZŠ Mládežnícka Krásno nad Kysucou",2007,"Marec",2011,"Február",75602.66,1285245.19,151205.32,1436450.51,540087.42,63539.7,603627.12
"Regionálny operačný program","00314081 - Kysucký Lieskovec","22110120396 - ZUŠ Kysucký Liskovec",2008,"Január",2011,"Január",22841.79,388310.4,45683.58,433993.98,0,0,0
"Regionálny operačný program","00314099 - Kysucké Nové Mesto","22110120069 - ZŠ Kysucké Nové Mesto",2008,"Január",2010,"September",74673.65,1269452.02,149347.3,1418799.32,635574.5,74773.47,710347.97
"Regionálny operačný program","00314099 - Kysucké Nové Mesto","22110120224 - ZUŠ Kysucké Nové Mesto",2008,"Február",2010,"Október",94044.26,1598752.39,188088.52,1786840.91,353404.7,41577.02,394981.72
"Regionálny operačný program","00314099 - Kysucké Nové Mesto","22110120308 - ZŠ Clementisova Kysucké Nové Mesto",2008,"Január",2010,"Október",76283.42,1296818.08,152566.83,1449384.91,400197.02,47082,447279.02
"Regionálny operačný program","00314129 - Obec Makov","22110120342 - ZŠ Makov",2007,"Júl",2011,"Jún",36882.04,626994.67,73764.08,700758.75,0,0,0
"Regionálny operačný program","00314145 - Obec Nová Bystrica","22110120139 - ZŠ - Nová Bystrica",2008,"Január",2010,"December",69635.6,1183805.15,139271.19,1323076.34,401150.46,47194.17,448344.63
"Regionálny operačný program","00314161 - Obec Olešná","22110120202 - ZŠ s MŠ Olešná",2007,"Jún",2010,"Jún",13914.15,236540.59,27828.3,264368.89,190239.72,22381.14,212620.86
"Regionálny operačný program","00314170 - Obec Oščadnica","22110120151 - MŠ Oščadnica - Píla",2008,"Marec",2010,"Máj",13489.5,229321.5,26979,256300.5,169710.24,19965.91,189676.15
"Regionálny operačný program","00314170 - Obec Oščadnica","22110120175 - ZŠ Ústredie",2008,"Apríl",2010,"August",44226.37,751848.35,88452.75,840301.1,200376.62,23573.72,223950.34
"Regionálny operačný program","00314196 - Obec Podvysoká","22110120186 - ZŠ Podvysoká",2006,"Jún",2010,"December",25898.19,440269.22,51796.38,492065.6,200886.59,23633.72,224520.31
"Regionálny operačný program","00314285 - Obec Skalité","22110120312 - ZŠ s MŠ Skalité",2009,"Apríl",2011,"Január",66225.33,1125830.58,132450.66,1258281.24,0,0,0
"Regionálny operačný program","00314293 - Obec Staškov","22110120103 - ZŠ Staškov",2008,"Február",2010,"September",36710.37,624076.27,73420.74,697497.01,185689.9,21845.87,207535.77
"Regionálny operačný program","00314323 - Obec Svrčinovec","22110120064 - MŠ Svrčinovec",2008,"Február",2011,"Január",15383.41,261517.89,30766.81,292284.7,147885.82,17398.33,165284.15
"Regionálny operačný program","00314340 - Vysoká nad Kysucou","22110120114 - MŠ Vysoká nad Kysucou",2009,"Apríl",2010,"Máj",20382.28,346498.73,40764.56,387263.29,178052.66,20947.37,199000.03
"Regionálny operačný program","00314404 - OBEC BOBROV","22110120043 - ZŠ s MŠ Bobrov",2008,"Január",2010,"Máj",26630.48,452718.09,53260.95,505979.04,322308.12,37918.6,360226.72
"Regionálny operačný program","00314447 - Obec Dlhá nad Oravou","22110120330 - ZŠ s MŠ Dlhá nad Oravou",2007,"September",2010,"November",29365.6,499215.19,58731.2,557946.39,0,0,0
"Regionálny operačný program","00314447 - Obec Dlhá nad Oravou","22140220024 - HZ Dlhá nad Oravou",2009,"Január",2010,"Október",11813.67,200832.43,23627.35,224459.78,0,0,0
"Regionálny operačný program","00314463 - Mesto Dolný Kubín","22110120124 - ZŠ Ul. M. Hattalu, Dolný Kubín",2008,"Február",2010,"September",50641.01,860897.12,101282.01,962179.13,436443.21,51346.26,487789.47
"Regionálny operačný program","00314463 - Mesto Dolný Kubín","22110120125 - ZŠ M. Kukučína",2008,"Február",2010,"September",85074.71,1446270.12,170149.43,1616419.55,331953.58,39053.36,371006.94
"Regionálny operačný program","00314510 - Obec Chlebnice","22110120132 - ZŠ s MŠ Chlebnice",2008,"Február",2010,"August",28763.53,488979.91,57527.05,546506.96,159370.94,18749.53,178120.47
"Regionálny operačný program","00314528 - Obec Istebné","22110120095 - ZŠ s MŠ Istebné",2008,"September",2010,"September",22437.18,381432.16,44874.37,426306.53,137959.63,16230.54,154190.17
"Regionálny operačný program","00314544 - Obec Klin","22110120182 - ZŠ s MŠ Klin",2008,"August",2011,"Marec",52418.84,891120.4,104837.7,995958.1,10638.12,1251.55,11889.67
"Regionálny operačný program","00314668 - Obec Mútne","22110120406 - Rekonštrukcia ZŠ s MŠ Mútne",2009,"Máj",2011,"Máj",22617.3,384494.18,45234.61,429728.79,0,0,0
"Regionálny operačný program","00314676 - Mesto Námestovo","22110120110 - ZŠ Námestovo Komenského",2008,"Január",2011,"Február",53319.18,906426.07,106638.36,1013064.43,0,0,0
"Regionálny operačný program","00314676 - Mesto Námestovo","22110120111 - MŠ Námestovo",2009,"Január",2010,"Február",14520.38,246846.39,29040.75,275887.14,188726.4,22203.11,210929.51
"Regionálny operačný program","00314676 - Mesto Námestovo","22110120329 - MŠ Námestovo Brehy, Veterná",2008,"August",2011,"Marec",21486.7,365273.93,42973.4,408247.33,15824.47,1861.7,17686.17
"Regionálny operačný program","00314684 - Obec Nižná","22110120274 - ZŠ s MŠ Nižná na Orave",2008,"Júl",2010,"November",31130.68,529221.49,62261.35,591482.84,0,0,0
"Regionálny operačný program","00314692 - Obec Novoť","22110120067 - ZŠ s MŠ Novoť",2008,"Február",2010,"November",76412.8,1299017.65,152825.61,1451843.26,601528.96,70768.11,672297.07
"Regionálny operačný program","00314714 - Obec Oravská Jasenica","22110120244 - ZŠ s MŠ Oravská Jasenica",2008,"Marec",2010,"November",26943.86,458045.66,53887.73,511933.39,122713.85,14436.92,137150.77
"Regionálny operačný program","00314749 - Oravská Polhora","22110120044 - ZŠ s MŠ Oravská Polhora",2007,"December",2010,"Júl",55998.85,951980.57,111997.72,1063978.29,408055.55,48006.54,456062.09
"Regionálny operačný program","00314838 - Obec Rabča","22110120191 - ZŠ s MŠ Rabča",2009,"Jún",2009,"December",20303.4,345157.83,40606.8,385764.63,105160.97,12371.88,117532.85
"Regionálny operačný program","00314846 - Obec Rabčice","22110120135 - ZŠ a MŠ Rabčice",2008,"Február",2010,"Júl",36809.95,625769.05,73619.89,699388.94,263543.75,31005.15,294548.9
"Regionálny operačný program","00314897 - Mesto Trstená","22110120133 - ZŠ Trstená",2007,"December",2010,"November",41776.39,710198.61,83552.78,793751.39,152332.05,17921.42,170253.47
"Regionálny operačný program","00314897 - Mesto Trstená","22110120201 - MŠ Trstená",2007,"December",2011,"Marec",40574.79,689771.38,81149.57,770920.95,307638.38,36192.75,343831.13
"Regionálny operačný program","00314901 - Mesto Tvrdošín","22140220047 - HS Tvrdošín",2008,"December",2010,"November",13845.24,235369.03,27690.47,263059.5,0,0,0
"Regionálny operačný program","00315001 - Obec Zákamenné","22110120173 - ZŠ s MŠ Zakamenné",2008,"Marec",2011,"November",77826.77,1323055.02,155653.53,1478708.55,565964.49,66584.06,632548.55
"Regionálny operačný program","00315010 - Obec Zázrivá","22110120156 - ZŠ Zázrivá",2008,"Január",2010,"Február",22646.9,384997.38,45293.81,430291.19,102297.64,12035.02,114332.66
"Regionálny operačný program","00315036 - Obec Zuberec","22110120055 - ZŠ s MŠ Zuberec",2007,"December",2010,"Júl",48955.18,832237.98,97910.35,930148.33,305012.29,35883.8,340896.09
"Regionálny operačný program","00315044 - Obec Zubrohlava","22110120215 - ZŠ S MŠ ZUBROHLAVA",2008,"Február",2010,"August",35242.65,599125.03,70485.3,669610.33,121817.8,14331.51,136149.31
"Regionálny operačný program","00315397 - Liptovská Lúžna","22110120203 - ZŠ s MŠ Liptovská Lúžna",2007,"December",2010,"September",22917,389589.03,45834,435423.03,19180.68,2256.55,21437.23
"Regionálny operačný program","00315435 - Obec Liptovská Teplá","22110120010 - ZŠ s MŠ Liptovská Teplá",2008,"Február",2010,"Jún",45382.75,771506.76,90765.5,862272.26,771078.06,90715.07,861793.13
"Regionálny operačný program","00315494 - Mesto Liptovský Hrádok","22110120070 - ZŠ a MŠ Liptovský Hrádok Hradná",2007,"November",2010,"December",74805.57,1271694.63,149611.13,1421305.76,1098962.31,129289.68,1228251.99
"Regionálny operačný program","00315494 - Mesto Liptovský Hrádok","22110120083 - ZŠ Matejovie, Liptovský Hrádok",2007,"November",2011,"Marec",52067.12,885141.09,104134.25,989275.34,321088.89,37775.16,358864.05
"Regionálny operačný program","00315559 - Obec Lisková","22110120316 - ZŠ s MŠ Lisková",2008,"Február",2011,"Marec",35688.23,606699.95,71376.47,678076.42,0,0,0
"Regionálny operačný program","00315737 - Mesto Ružomberok","22110120384 - ZŠ Klačno Ružomberok",2008,"Február",2011,"Máj",78095.74,1327627.58,156191.48,1483819.06,0,0,0
"Regionálny operačný program","00315745 - Obec Liptovské Sliače","22110120351 - ZŠ Liptovské Sliače",2008,"Apríl",2010,"November",39674,674457.96,79348,753805.96,0,0,0
"Regionálny operačný program","00316041 - Obec Divín","22110120034 - ZŠ Divín",2008,"Apríl",2010,"August",40859.01,694603.24,81718.03,776321.27,560728.31,65968.04,626696.35
"Regionálny operačný program","00316091 - Obec Halič","22110120122 - ZÁKLADNÁ ŠKOLA s MATERSKOU ŠKOLOU HALIČ",2008,"Február",2010,"November",44073.17,749243.81,88146.33,837390.14,302237.67,35557.37,337795.04
"Regionálny operačný program","00316121 - Obec Kalinovo","22110120138 - ZŠ s MŠ Kalinovo",2007,"Október",2010,"December",45484.55,773237.35,90969.1,864206.45,266053.78,31300.45,297354.23
"Regionálny operačný program","00316130 - Obec Kokava nad Rimavicou","22110120379 - ZŠ s Mš Kokava nad Rimavicou",2008,"Jún",2011,"Apríl",43480.24,739164.08,86960.48,826124.56,0,0,0
"Regionálny operačný program","00316181 - Mesto Lučenec","22110120214 - ZŠ Lučenec Vajanského",2008,"Február",2011,"Máj",71724.65,1219318.97,143449.29,1362768.26,332826.78,39156.09,371982.87
"Regionálny operačný program","00316181 - Mesto Lučenec","22110120232 - ZŠ LUčenec Haličská",2008,"Február",2010,"August",51688.08,878697.3,103376.15,982073.45,479735.75,56439.5,536175.25
"Regionálny operačný program","00316181 - Mesto Lučenec","22110120253 - ZŠ s MŠ Kubínyho Lučenec",2008,"Apríl",2010,"Október",30572.74,519736.61,61145.48,580882.09,0,0,0
"Regionálny operačný program","00316369 - Radzovce","22110120223 - Radzovce ZŠ s MŠ",2008,"December",2011,"Marec",28588.72,486008.24,57177.44,543185.68,115495.91,13587.76,129083.67
"Regionálny operačný program","00316792 - Mesto Martin","22110120306 - zdravá škkola - ZŠ s MŠ Hurbanova Martin",2007,"November",2010,"September",77086.08,1310463.25,154172.15,1464635.4,0,0,0
"Regionálny operačný program","00316792 - Mesto Martin","22110120309 - ZŠ Jahodnícka Martin",2007,"November",2010,"September",84033.16,752667.95,48790.59,801458.54,0,0,0
"Regionálny operačný program","00316792 - Mesto Martin","22110120318 - ZŠ A.Dubčeka Martin",2007,"November",2010,"September",48156.92,818667.65,96313.84,914981.49,0,0,0
"Regionálny operačný program","00317004 - Turčianske Teplice","22110120240 - ZŠ Turčianske Teplice-Školská447/2",2008,"Marec",2010,"Október",49355.79,839048.46,98711.58,937760.04,194795.37,22917.1,217712.47
"Regionálny operačný program","00317063 - Obec Beluša","22110120115 - ZŠ Beluša",2008,"Apríl",2010,"September",24541.62,417207.46,49083.23,466290.69,144428.9,16991.64,161420.54
"Regionálny operačný program","00317080 - Bolešov","22110120105 - ZŠ s MŠ Bolešov",2008,"Február",2010,"September",42825.73,728037.43,85651.46,813688.89,486851.43,57276.63,544128.06
"Regionálny operačný program","00317101 - Obec Brvnište","22110120023 - ZŠ Brvnište",2007,"Máj",2013,"December",33439.4,568469.88,66878.81,635348.69,567490.63,66763.6,634254.23
"Regionálny operačný program","00317101 - Obec Brvnište","22140220022 - HZ Brvnište",2008,"December",2010,"August",15453.93,262716.84,30907.86,293624.7,0,0,0
"Regionálny operačný program","00317152 - Dolná Mariková","22110120319 - ZŠ Dolná Mariková",2008,"Január",2011,"Máj",25930.8,440823.52,51861.59,492685.11,0,0,0
"Regionálny operačný program","00317331 - Mesto Ilava","22110120039 - ZŠ Ilava",2009,"Marec",2010,"Január",61416.97,1044088.43,122833.93,1166922.36,1042846.83,122687.86,1165534.69
"Regionálny operačný program","00317438 - Ladce","22110120041 - ZŠ Ladce",2007,"Júl",2009,"Október",30903.43,525358.3,61806.86,587165.16,382847.43,45040.87,427888.3
"Regionálny operačný program","00317462 - Obec Lednické Rovne","22110120249 - ZŠ Lednické Rovne",2008,"Január",2010,"Máj",24987.24,424783.11,49974.48,474757.59,172737.77,20322.09,193059.86
"Regionálny operačný program","00317471 - Obec Lysá pod Makytou","22110120126 - ZŠ s MŠ Lysá pod Makytou",2008,"Marec",2010,"September",33354.15,567020.59,66708.31,633728.9,309235.72,36380.67,345616.39
"Regionálny operačný program","00317586 - Nová Dubnica","22110120208 - Materská škola Nová Dubnica",2008,"December",2010,"September",45110.6,766880.26,90221.21,857101.47,189445.89,22287.75,211733.64
"Regionálny operačný program","00318001 - Bojnice","22110120016 - ZŠ s MŠ v Bojniciach",2008,"Január",2010,"Marec",60796.65,1033542.9,121593.28,1155136.18,736539.32,86651.68,823191
"Regionálny operačný program","00318060 - Obec Diviaky/Nitricou","22110120164 - ZŠ s MŠ Dviaky nad Nitricou",2008,"Marec",2010,"November",28263.93,480486.86,56527.86,537014.72,142333.25,16745.09,159078.34
"Regionálny operačný program","00318086 - Dolné Vestenice","22110120250 - ZŠ Dolné Vestenice",2008,"Marec",2011,"Marec",39263.72,667483.26,78527.44,746010.7,355128.52,41779.83,396908.35
"Regionálny operačný program","00318094 - Mesto Handlová","22110120199 - ZŠ Handlová, ul. Morovnianska cesta",2008,"Máj",2010,"September",51789.24,880417.02,103578.47,983995.49,788041.39,92710.75,880752.14
"Regionálny operačný program","00318256 - Obec Lehota pod Vtáčnikom","22110120160 - ZŠ Lehota pod Vtáčnikom",2007,"December",2011,"Február",33818.27,574910.51,67636.53,642547.04,307799.41,36211.7,344011.11
"Regionálny operačný program","00318337 - obec Nitrianske Pravno","22110120170 - Spojená škola Nitrianske Pravno",2008,"Júl",2010,"November",72242.07,1228115.25,144484.15,1372599.4,1021826.09,120214.83,1142040.92
"Regionálny operačný program","00318604 - Bátka","22110120315 - ZŠ Bátka",2008,"Jún",2010,"Apríl",45178.78,768039.31,90357.57,858396.88,0,0,0
"Regionálny operačný program","00318833 - Jesenské","22110120356 - ZŠ Jesenské",2008,"Máj",2011,"Január",27418.74,466118.58,54837.48,520956.06,0,0,0
"Regionálny operačný program","00319295 - Obec Dolná Strehová","22110120246 - ZŠ s MŠ Dolná Strehová",2008,"Marec",2010,"September",23610.32,401375.36,47220.63,448595.99,191743.41,22558.05,214301.46
"Regionálny operačný program","00319341 - Obec Hrušov","22110120188 - ZŠ s MŠ Hrušov",2009,"Apríl",2010,"September",20312.09,345305.56,40624.18,385929.74,342776.8,40326.69,383103.49
"Regionálny operačný program","00319651 - Mesto Veľký Krtíš","22110120081 - ZŠ Veľký Krtíš",2009,"Február",2010,"Júl",77429.3,1316298.15,154858.61,1471156.76,397747.27,46793.8,444541.07
"Regionálny operačný program","00319651 - Mesto Veľký Krtíš","22110120241 - ZŠ Nám. Škultétyho Veľký Krtíš",2008,"Jún",2010,"Jún",67539.35,1148168.88,135078.69,1283247.57,0,0,0
"Regionálny operačný program","00319759 - Obec Budča","22110120042 - ZŠ Budča",2008,"Júl",2010,"Máj",33544.09,570249.54,67088.18,637337.72,274610.44,32307.11,306917.55
"Regionálny operačný program","00319805 - Mesto Detva","22110120134 - ZŠ Detva",2008,"September",2010,"Marec",39866.84,677736.24,79733.68,757469.92,626116.99,73660.82,699777.81
"Regionálny operačný program","00319805 - Mesto Detva","22110120321 - ZŠ Detva III.",2008,"Apríl",2010,"Máj",48299.76,821095.98,96599.53,917695.51,0,0,0
"Regionálny operačný program","00319830 - Dobrá Niva","22110120159 - ZŠ s MŠ Dobrá Niva",2008,"Január",2010,"Marec",26866.82,456735.92,53733.64,510469.56,398478.33,46879.8,445358.13
"Regionálny operačný program","00319902 - Mesto Dudince","22110120378 - MŠ a ZUŠ Dudince",2008,"Apríl",2011,"Apríl",29702.43,504941.31,59404.86,564346.17,0,0,0
"Regionálny operačný program","00319902 - Mesto Dudince","22140220001 - HZ Dudince",2008,"Apríl",2010,"September",13140.26,223384.41,26280.52,249664.93,11281.71,1327.26,12608.97
"Regionálny operačný program","00319961 - Hriňová","22110120184 - ZŠ s MŠ Školská, Hriňová",2008,"Február",2011,"Január",25441.05,432497.75,50882.09,483379.84,170675.05,20079.42,190754.47
