Ident,REGION,TITLE,BENEFICIARY,FROM,TO,FUNDING SEK,FUNDING EURO
39737,Mellersta Norrland,Skogen som resurs i hållbar samhällsutve,Mittuniversitetet,8/1/08,12/31/10,4414558,0
117985,Norra Mellansverige,Radiocentrum Gävle,HÖGSKOLAN I GÄVLE,1/1/09,12/31/10,4431300,0
41801,Övre Norrland,Tillväxtmotor för SMF i Norrbotten,IUC Norrbotten AB,10/1/07,12/31/10,4433700,0
146239,Övre Norrland,Spaceport Sweden,Progressum i Kiruna AB,9/1/09,12/31/11,4450000,0
41892,Övre Norrland,Memory Lane,Luleå tekniska universitet,4/1/08,3/31/11,4471012,0
147075,Norra Mellansverige,LINK-katalylsator,SVENSKT UTVECKLINGSCENTRUM FÖR HANDIKAPP,1/1/10,12/31/11,4474840,0
41802,Övre Norrland,Mobile and Open Service Access (MOSA),Luleå tekniska universitet,1/1/08,12/31/10,4477725,0
147273,Norra Mellansverige,Jämställd hållbar tillväxt - JämVäxt 2.0,KARLSTADS UNIVERSITET,1/1/10,12/31/11,4500000,0
70188,Västsverige,Såddlån i Västra Götaland 2009,Västra Götalandsregionen,1/1/09,12/31/11,4500000,0
145232,Östra Mellansverige,IIM - Industrialiseringsprocesser i Inno,Uppsala Innovation Centre,9/1/09,8/31/12,4500000,0
44023,Övre Norrland,Mera skog i norr,SVERIGES LANTBRUKSUNIVERSITET,1/1/09,12/31/11,4500000,0
140866,Skåne-Blekinge,Publikt Entreprenörskap skåne,KURSVERKSAMHETEN VID LUNDS UNIVERSITET,8/1/09,7/31/12,4510000,0
148858,Norra Mellansverige,Trästaden 2012 Norra Mellansverige,Länsstyrelsen Västerbotten,7/1/09,6/30/12,4524000,0
41721,Övre Norrland,Entreprenörcentrum Norrbotten,Almi Företagspartner Nord AB,3/1/08,3/1/09,4531250,0
39750,Övre Norrland,B.I.C-Inkubator för unga entreprenörer,Umeå Kommunföretag AB,1/1/08,12/31/10,4536987,0
39751,Mellersta Norrland,Stärkt attraktionskraft i Föllinge genom,Krokoms Kommun,1/1/08,12/31/10,4549870,0
27451,Norra Mellansverige,Utveckling av material- och bearbetnings,HÖGSKOLAN DALARNA,7/1/07,3/31/09,4550000,0
43029,Skåne-Blekinge,Affärsutveckling för kvinnor,REGION SKÅNE,4/1/08,12/31/10,4550000,0
42632,Norra Mellansverige,GIS-Arena,KARLSTADS KOMMUN,3/20/08,12/31/09,4550760,0
40425,Norra Mellansverige,IFS Tvålänssamverkan,ALMI FÖRETAGSPARTNER VÄRMLAND AKTIEBOLAG,11/1/07,10/31/10,4605000,0
151099,Skåne-Blekinge,Ubåtarna på Stumholmen,Statens maritima museer,4/1/10,6/30/11,4645790,0
43229,Övre Norrland,Invest in Norrbotten,Norrbottens läns landsting,12/1/08,6/30/13,4650000,0
152553,Övre Norrland,The European Xtreme Demo Center,Xtreme Events Scandinavia AB,6/1/10,5/31/12,4657127,0
43296,Övre Norrland,Design Västerbotten,Almi Företagspartner Nord AB,9/1/08,9/30/11,4690000,0
68949,Mellersta Norrland,Utveckling av otraditionell rekryterings,ARBETSMARKNADSVERKET,12/1/08,11/30/11,4716351,0
40541,Norra Mellansverige,SELMA,Uvåns näringslivscenter AB,1/1/08,12/31/10,4727974,0
151656,Mellersta Norrland,Utvecklingsprojektet Paralympic Winter W,SVENSKA HANDIKAPPIDROTTSFÖRBUNDET,10/1/10,9/30/13,4736000,0
42839,Småland och Öarna,Glas och trä i samverkan - innovativa by,Glafo AB,8/1/08,7/31/11,4741775,0
117929,Norra Mellansverige,Visit Dalarna,REGION DALARNA,4/1/09,3/31/11,4750000,0
119430,Norra Mellansverige,BIMS Karlstad,KARLSTADS KOMMUN,2/27/09,2/26/12,4755000,0
40399,Västsverige,Cleantech Investments Göteborg Region,"BRG, BUSINESS REGION GÖTEBORG AB",4/1/08,3/31/11,4777460,0
140406,Småland och Öarna,Tillväxtarenor - utveckling av mottagnin,Regionförbundet Jönköpings län,8/15/09,8/15/12,4800000,0
40443,Småland och Öarna,READY 2010,Länsteknikcentrum i Jönköpings län,2/1/08,12/31/10,4800000,0
118105,Västsverige,Branschbreddad och exitfokuserad företag,HOLDINGBOLAGET VID GÖTEBORGS UNIVERSITET,1/1/09,12/31/10,4811588,0
148333,Mellersta Norrland,Bredband i Världsarvet,Kramfors Mediateknik AB,10/1/09,12/31/10,4832950,0
68775,Stockholm,Creative Business Region Stockholm,BOTKYRKA KOMMUN,1/1/09,12/31/11,4850000,0
41896,Östra Mellansverige,Attityd 2010 - Do it yourself,COMMUNICARE,1/1/08,12/31/10,4858269,0
151212,Skåne-Blekinge,Make IT happen,REGION BLEKINGE,1/11/10,4/30/12,4860000,0
119425,Norra Mellansverige,InnoWent 2010 Högskolan Dalarna,HÖGSKOLAN DALARNA,1/1/10,12/31/10,4862375,0
40449,Stockholm,Kunskapssamarbeten,Stockholms Universitet,5/1/08,1/31/11,4889851,0
40470,Norra Mellansverige,3M (mäklare - motor - mötesplats) Entrep,HÄLSINGEUTBILDNING EKONOMISK FÖRENING,4/1/08,3/31/11,4900000,0
42041,Mellersta Norrland,Nästa Kramfors,Kramfors kommun,1/1/08,6/30/11,4904800,0
67812,Mellersta Norrland,Affärsnytta med IT - Kommuner och landst,Sundsvalls kommun,8/1/08,7/31/11,4940000,0
151104,Norra Mellansverige,Uppgradering av bredband i Ljusdals komm,Ljusdals Kommun,5/1/10,12/31/12,4960500,0
70684,Mellersta Norrland,Lärlingslotsen,JÄMTLANDS LÄNS KOMMUNFÖRBUND,1/1/09,12/31/11,4964306,0
119447,Norra Mellansverige,Kreativa Näringar,REGION DALARNA,8/1/09,7/31/11,4965000,0
41280,Övre Norrland,BD Pop,KOMMUNFÖRBUNDET NORRBOTTEN,1/1/08,12/31/10,4965000,0
42996,Skåne-Blekinge,ICT Skåne (Mobile Hights),REGION SKÅNE,6/1/08,5/31/11,4967000,0
39829,Småland och Öarna,RASK,SIDEUM INNOVATION AB,10/1/07,12/31/07,40000,0
67824,Mellersta Norrland,IISRE (International Institute for Susta,Mittuniversitetet,4/1/08,12/31/10,400000,0
40587,Skåne-Blekinge,Entreprenörskap och kulturarv Förstudie,LÄNSSTYRELSEN I BLEKINGE LÄN,2/1/08,12/30/08,403808,0
148450,Skåne-Blekinge,Förstudie: Centrum för hållbar utvecklin,Malmö stad,9/10/09,9/30/10,408800,0
41928,Mellersta Norrland,E-länet: Bra företagsklimat,Länsstyrelsen Västernorrland,12/1/07,11/30/10,41101700,0
140617,Mellersta Norrland,Receptsamling Kooperativa Kvinnliga entr,COOMPANION KOOPERATIV UTVECKLING JÄMTLAN,6/1/09,3/31/10,412500,0
42945,Skåne-Blekinge,Marinbiologiskt Centrum i Simrishamn Eta,SIMRISHAMNS KOMMUN,10/1/08,9/30/09,417000,0
147096,Östra Mellansverige,Innovation Film,Filmpol Mitt ekonomisk förening,6/26/09,12/31/10,418845,0
140827,Skåne-Blekinge,Förstudie Telemedicin - Distansbaserad b,BLEKINGE TEKNISKA HÖGSKOLA,8/1/09,1/31/10,419760,0
42006,Mellersta Norrland,Förstudieprojekt: Musikteater och Dans f,Norrlands Nätverk för Musikteater och Da,1/1/08,12/31/08,42500,0
42924,Norra Mellansverige,Förstudie - Flood fighting,SÖDERHAMNS KOMMUN,6/1/08,1/31/09,42500,0
117508,Övre Norrland,Ökad tillgänglighet genom strategisk fys,Gällivare kommun,12/5/08,11/30/11,42611000,0
118089,Småland och Öarna,Stråket Oskarshamn-Mönsterås-Kalmar,REGIONFÖRBUNDET I KALMAR LÄN,5/1/09,4/30/10,420212,0
147917,Övre Norrland,KRUT-Ökad regional tillgänglighet för re,VÄSTERBOTTENS LÄNS LANDSTING,1/1/10,12/31/12,43166375,0
140362,Småland och Öarna,Kombiterminal i Nybro-Kalmarregionen,NYBRO KOMMUN,5/15/09,2/28/10,438530,0
40269,Norra Mellansverige,Sommardesignkontor 2008,REGION SILJAN,3/1/08,11/15/08,442504,0
118015,Skåne-Blekinge,Sydsvensk entreprenörskapsfond III,Sydsvensk Entreprenörfond AB,4/1/09,12/31/14,45000000,0
70612,Mellersta Norrland,Knutpunkt Kramfors Sollefteå Flygplats,Kramfors Sollefteå Flygplats AB,1/7/09,8/28/10,450000,0
70384,Småland och Öarna,Almi Invest Småland och Öarna,ALMI Invest Småland och Öarna AB,1/1/09,12/31/14,46000000,0
42061,Övre Norrland,DARE - Utvecklingsarena för forskning oc,Luleå tekniska universitet,10/1/07,12/31/12,46893504,0
118095,Västsverige,SAINT18 - Specialiserad affärsutveckling,INNOVATUM AB,4/1/09,9/30/10,480000,0
118086,Småland och Öarna,Resecentrum Gotland,GOTLANDS KOMMUN,1/1/09,4/15/10,485916,0
39749,Övre Norrland,Storprojektet Fyran,Regionförbundet Västerbottens län,1/1/07,12/31/10,49662355,0
148346,Mellersta Norrland,Utveckling av Östberget,ÖSTERSUNDS KOMMUN,9/8/09,3/31/11,5000000,0
152251,Norra Mellansverige,Gävle Dala E-marknad 2013,ALMI FÖRETAGSPARTNER GÄVLEBORG AKTIEBOLA,7/1/10,6/30/13,5000000,0
41707,Skåne-Blekinge,Fler växande företag i Blekinge 2008,LÄNSSTYRELSEN I BLEKINGE LÄN,2/11/08,1/31/11,5000000,0
152513,Övre Norrland,Solander Science Park et 2,Piteå kommun,1/1/11,12/31/13,5000000,0
150694,Övre Norrland,Smvart Träbro i Smart Stad,Luleå tekniska universitet,1/1/10,12/31/12,5000000,0
117501,Övre Norrland,Utvecklingsprogram för institutet för su,STIFTELSEN SILVERMUSÉET,4/1/09,12/31/11,5000000,0
152996,Övre Norrland,Miljöaccepterad småskalig vattenkraft,Luleå tekniska universitet,7/1/10,6/30/13,5002110,0
42929,Norra Mellansverige,Förbättring av infrastruktur för rörelse,SILJAN TURISM AKTIEBOLAG,4/1/08,12/31/10,5045000,0
40186,Mellersta Norrland,"Akademi Norr - Motorfunktionen, lärcentr",Kommunalförbundet Partnerskap Inland,1/1/08,12/31/10,5065000,0
27487,Västsverige,Företagsstöd i Västra Götaland 2007-2008,Västra Götalandsregionen,1/1/07,12/31/09,5100000,0
68734,Östra Mellansverige,Ökad tillgänglighet genom kontantfritt r,Länstrafiken Mälardalen AB,7/1/08,12/31/09,5110000,0
70429,Norra Mellansverige,Förnyelse Rottneros Park Etapp 2-3,ROTTNEROS PARK TRÄDGÅRD AB,1/1/09,12/31/11,5156096,0
39673,Mellersta Norrland,IMFIND,RIKSARKIVET,9/3/07,8/31/10,5161334,0
43007,Västsverige,SIM2011,GOTHIA INNOVATION AB,9/1/08,8/31/11,5172832,0
40451,Västsverige,Espira Inkubator,ESPIRA Inkubator AB,1/1/08,12/31/10,5175603,0
40582,Norra Mellansverige,Bredband till 100% - Söderhamns kommun,SÖDERHAMNS KOMMUN,11/1/07,10/31/10,5186000,0
41145,Övre Norrland,Etablering av Solander Science Park,Piteå kommun,1/1/08,12/31/10,5200000,0
148266,Övre Norrland,Samisk turismutveckling,Svenska Samernas Riksförbund (SSR),1/1/10,12/31/12,5229850,0
145794,Västsverige,Battericentrum i Ale kommun,Energiteknikcentrum,9/1/09,12/31/10,5242000,0
118009,Östra Mellansverige,Stöd till investeringar i företag i Väst,LÄNSSTYRELSEN I VÄSTMANLANDS LÄN,1/1/09,12/31/09,5250000,0
41800,Övre Norrland,Utveckling och tillväxt av SME-företagen,IUC BOTHNIA AKTIEBOLAG,1/1/08,12/31/10,5286038,0
119072,Norra Mellansverige,Gävle-Dala Designlab,STIFTELSEN TEKNIKDALEN,6/1/09,5/31/12,5340000,0
117962,Skåne-Blekinge,Skåne Packaging & Food,Invest in Skåne AB,1/7/09,12/31/11,5363803,0
42923,Östra Mellansverige,Innovativt Centrum för Hållbar Design,HÄLLEFORS KOMMUN,3/28/08,12/31/10,5364481,0
70708,Mellersta Norrland,Affärsnytta med IT - Aktiviteter Västern,Länsstyrelsen Västernorrland,8/1/08,7/31/11,5369711,0
40450,Småland och Öarna,"DISK, Dynamik I Småländska Kluster",SIDEUM INNOVATION AB,1/7/08,12/31/10,5412157,0
118065,Stockholm,Förstärkning av Stockholms ICT-kluster,Kista Science City AB,1/1/09,12/31/11,5416000,0
67801,Mellersta Norrland,Affärsnytta med IT - Aktiviteter Jämtlan,Länsstyrelsen i Jämtlands län,8/1/08,7/31/11,5436610,0
148862,Östra Mellansverige,BIMS Västmanlands Lokaltrafik,VÄSTMANLANDS LOKALTRAFIK AB,10/1/09,8/31/12,5468015,0
151139,Norra Mellansverige,Audiovisuella medier,HÖGSKOLAN DALARNA,10/1/10,9/30/12,5470000,0
150601,Norra Mellansverige,CLIP - Centrum för logistik och innovati,HÖGSKOLAN I GÄVLE,1/1/10,12/31/11,5500000,0
147181,Norra Mellansverige,Framtidssäker IT-Infrastruktur Orsa,ORSA KOMMUN,9/1/09,8/31/12,5500000,0
41695,Övre Norrland,Designarena Nord,Stiftelsen Svensk Industridesign,1/1/08,12/31/10,5500000,0
39777,Östra Mellansverige,Plattformen för social ekonomi i Östra M,COOMPANION KOOPERATIV UTVECKLING UPPSALA,1/1/08,12/31/10,5508480,0
40367,Västsverige,Design med Omtanke,Västra Götalandsregionen,1/1/08,12/31/10,5530350,0
70579,Norra Mellansverige,TPP Framtidsfabriken,THE PAPER PROVINCE EKONOMISK FÖRENING,1/1/09,12/31/10,5560000,0
39851,Västsverige,Förstärkning av regionalt näringsliv gen,HÖGSKOLAN VÄST,11/1/07,12/31/09,5600180,0
147702,Västsverige,Projekt SPH Inkubator,Science Park Halmstad AB,1/1/10,12/31/12,5699807,0
151229,Mellersta Norrland,Destinationsutvecklande aktiviteter i Ve,Destination Vemdalen AB,12/1/09,11/30/12,5700000,0
151704,Mellersta Norrland,Grön Kemi: Ett nytt sätt att maximera ny,Mittuniversitetet,7/1/10,6/30/13,5727150,0
70712,Mellersta Norrland,eAkademin,Härnösands kommun,1/1/09,12/31/11,5735000,0
148292,Övre Norrland,Livsstilsprogram,Luleå tekniska universitet,1/1/10,12/31/12,5789314,0
151096,Småland och Öarna,Företagsstöd beviljade 2010,REGIONFÖRBUNDET I KALMAR LÄN,1/1/10,12/31/12,5800000,0
148418,Småland och Öarna,Biogas - nya substrat från havet,REGIONFÖRBUNDET I KALMAR LÄN,11/1/09,10/31/12,5832651,0
42045,Mellersta Norrland,Paper Four - papperet som kommunicerar m,Mittuniversitetet,2/1/08,1/31/11,5869600,0
43218,Övre Norrland,TSCN - Innovations- och utevecklingscent,Umeå Universitet,9/1/08,8/31/11,5890000,0
40364,Västsverige,"Industriell Dynamik - ""Innovationsservic",Swerea IVF AB,5/1/08,4/30/10,5914000,0
146242,Övre Norrland,Resurssnål träproduktion,Luleå tekniska universitet,9/1/09,8/31/12,5993700,0
68261,Mellersta Norrland,Partnerkapsfonden MittSverige,SAMINVEST MITT AB,7/1/08,6/30/13,50000000,0
39776,Norra Mellansverige,Bit i Värmland Skogslandet,TORSBY UTVECKLING AB,3/1/07,12/31/08,500000,0
40328,Östra Mellansverige,Bioventia PPP,Bioventia Capital AB,1/1/07,9/30/08,500000,0
70571,Norra Mellansverige,ALMI Invest Norra Mellansverige,ALMI Invest Norra Mellansverige AB,12/1/08,12/31/14,52000000,0
43072,Småland och Öarna,Implementering av varumärket Gotland,GOTLANDS KOMMUN,4/1/08,12/31/08,527827,0
69878,Skåne-Blekinge,En dörr in - Systemsamverkan inom nyföre,REGION BLEKINGE,10/1/08,11/30/10,529178,0
41983,Mellersta Norrland,Jämtlandsakademins mentorprogram för jäm,GLOBAL UTMANING I JÄMTLANDS LÄN,3/1/07,12/31/09,550000,0
42895,Småland och Öarna,Företagsutveckling på Gotland,GOTLANDS KOMMUN,4/1/08,3/31/11,560000,0
42739,Västsverige,Metodutveckling Företagssamverkan Västra,Coompanion Göteborg,6/30/08,6/30/09,567617,0
148487,Skåne-Blekinge,Förstudie: Strategi och vision för Malmö,Malmö stad,3/1/10,12/31/10,585698,0
117306,Mellersta Norrland,Jämtlandsakademins utvecklingsprogram,Jämtlandsakademin,11/28/08,12/31/10,593992,0
117982,Skåne-Blekinge,Kombitransportprojektet i Skåne/Blekinge,BANVERKET,12/23/08,12/31/09,599443,0
70515,Mellersta Norrland,EnergYZer,efokus AB,9/25/08,12/31/11,6000000,0
39736,Mellersta Norrland,Turism och upplevelser - behovsmotiverad,Mittuniversitetet,1/1/08,12/31/10,6000000,0
148012,Norra Mellansverige,WäXS med Genusperspektiv,Triple Steelix/Jernkontoret,1/1/10,12/31/11,6000000,0
40296,Norra Mellansverige,Inova Evolution Utvecklingsprojekt 2008-,STIFTELSEN INOVA I WERMLAND,1/1/08,12/31/10,6000000,0
42984,Skåne-Blekinge,Lund Bioinkubator,IDEONCENTER AKTIEBOLAG,8/1/08,7/31/11,6000000,0
42964,Skåne-Blekinge,ICT Southern Sweden,Invest in Skåne AB,4/1/08,3/31/11,6000000,0
117493,Övre Norrland,Vindkraftscentrum i Barentsregionen,Piteå kommun,9/1/09,8/31/12,6000000,0
147954,Övre Norrland,Danspool i Nord,Piteå kommun,6/1/10,5/31/13,6034603,0
140605,Mellersta Norrland,Lysande Lofsdalen,Lofsdalen Turistnäring ek förening,7/1/09,6/30/12,6090000,0
148043,Norra Mellansverige,Svenska Rallyt - En motor för regionens,Uvåns näringslivscenter AB,9/1/09,8/31/12,6100000,0
147926,Övre Norrland,Trästad 2012,,1/1/10,12/31/12,6150000,0
151175,Skåne-Blekinge,TAS 3.0,TEKNOPOL AB,3/1/10,6/30/12,6170000,0
41981,Mellersta Norrland,Plattformen för Social Ekonomi i Mellers,Jämtlands läns landsting,4/1/08,9/30/11,6220370,0
150675,Övre Norrland,Produktutveckling inom bioteknik - läkem,Umeå Universitet,9/1/10,8/31/13,6242144,0
41876,Övre Norrland,Umevatoriets virtuella världar - UVIV,Umeå Universitet,1/1/08,12/31/10,6270000,0
39739,Mellersta Norrland,Development of BTL towards small-scale a,Mittuniversitetet,1/1/08,12/31/10,6438227,0
117961,Skåne-Blekinge,Innovativa livsmedel i innovativa förpac,Skånes Livsmedelsakademi,4/1/09,3/31/12,6445570,0
151116,Norra Mellansverige,Framtidssäker IT-Infrastruktur - Gagnef,GAGNEFS KOMMUN,1/1/10,12/31/12,6500000,0
151047,Östra Mellansverige,Stöd till investeringar i företag i Väst,LÄNSSTYRELSEN I VÄSTMANLANDS LÄN,1/4/10,12/31/10,6500000,0
40463,Norra Mellansverige,Interactive TV Arena - steg3,INTERACTIVE TV ARENA I GÄVLE KOMMANDITBO,11/1/07,12/31/09,6517000,0
40446,Norra Mellansverige,LINK,SVENSKT UTVECKLINGSCENTRUM FÖR HANDIKAPP,1/1/08,12/31/09,6532650,0
40468,Norra Mellansverige,Attraktiv konkurrenskraft - för små och,HÖGSKOLAN DALARNA,4/1/08,6/30/11,6540000,0
40581,Skåne-Blekinge,Blekinge UPP,Landstinget Blekinge,3/1/08,2/28/11,6543000,0
147857,Övre Norrland,"Process, Energi, och Gruv Innovation",IUC Norrbotten AB,1/1/10,12/31/12,6549000,0
41944,Övre Norrland,Hållbart resande i Umeåregionen,Umeå kommun,6/1/08,5/31/11,6550000,0
40392,Norra Mellansverige,Etablera företagsrådgivarna i Gästriklan,GÄVLE KOMMUN,1/1/08,12/30/10,6589733,0
41266,Övre Norrland,Center för innovation inom IT-relaterad,The Interactive Institute II AB,11/1/07,10/31/10,6600000,0
40554,Skåne-Blekinge,SÖM: Norra Sorgenfri - från barriär till,Malmö stad,5/1/08,5/1/11,6618571,0
40486,Norra Mellansverige,Kompetenscentrum industriell IT,SANDVIKENS KOMMUN,1/1/08,12/31/09,6638246,0
42999,Norra Mellansverige,Genius Loci - platsen talang,Sunne kommun,9/1/08,4/30/11,6642324,0
148359,Mellersta Norrland,Högteknologisk och företagsnära produktu,Mittuniversitetet,9/8/09,9/7/12,6650000,0
145292,Skåne-Blekinge,INITIATIV LANDSKRONA- samlingsprojekt,LANDSKRONA KOMMUN,9/1/09,8/31/12,6674000,0
41910,Mellersta Norrland,Sport- och upplevelseteknologi (Sporstec,Mittuniversitetet,1/1/08,12/31/10,6676403,0
43181,Övre Norrland,Innovativa lösningar för framtidens vård,Luleå tekniska universitet,2/1/09,3/31/12,6686612,0
146573,Norra Mellansverige,Infrastruktur för besöksnäringen i Leksa,Leksands kommun,9/1/09,12/31/11,6717170,0
39770,Norra Mellansverige,InUt-Infrastruktursatsningar för närings,ARVIKA KOMMUN,1/1/08,12/31/10,6750000,0
119498,Norra Mellansverige,Movexum Företagsinkubator Gävleborg,Movexum AB,3/1/09,6/30/11,6784666,0
70461,Mellersta Norrland,Industriella IT-system och tjänstser,Mittuniversitetet,1/1/09,12/31/11,6789000,0
147860,Övre Norrland,Lejonströmsbron i Skellefteå,Skellefteå kommun,1/1/10,12/31/11,6801500,0
147705,Västsverige,ProduktionsKompetensCentrum - PKC,IDC West Sweden AB,1/1/10,12/31/12,6837588,0
39720,Mellersta Norrland,Färgfabriken Norr en arena för kreativit,Jämtlands läns landsting,10/1/07,12/31/10,6851000,0
40460,Norra Mellansverige,FÖRST - FÖRstärkt Samverkan mellan Högsk,HÖGSKOLAN I GÄVLE,3/1/08,12/31/09,6861000,0
117287,Mellersta Norrland,Mittuniversitetets Innovationslab - Från,Mittuniversitetet,1/1/09,12/31/11,6874425,0
41931,Övre Norrland,Marknadsstyrd felxibel trämanufakturprod,Luleå tekniska universitet,4/1/08,3/31/11,6881105,0
43262,Övre Norrland,Säktek - internationalisering - Säktekkl,,10/1/08,6/30/11,6900000,0
145313,Skåne-Blekinge,ICT Blekinge 2 - BICT 2,Karlskrona Kommun,6/1/09,9/30/11,6905000,0
39748,Mellersta Norrland,Arena för miljödriven regional utvecklin,Länsstyrelsen Västernorrland,12/1/07,4/15/11,6949990,0
43034,Västsverige,Bioenergicentrum Halland,Region Halland,7/1/08,6/30/11,6951680,0
42989,Skåne-Blekinge,"Markanvändning,tillgänglighet och flerkä",REGION SKÅNE,4/1/08,6/30/11,6973911,0
68258,Mellersta Norrland,Förstudie - Träinkubator,KRAMFORS INDUSTRI AKTIEBOLAG,3/31/08,10/31/08,60000,0
42001,Mellersta Norrland,"Biogaskombinat, Fas 1",Fokusera Utveckling Sundsvall AB,1/1/08,6/30/09,600000,0
70516,Norra Mellansverige,Miljöstyrd logistik - Transportval och m,VÄNERREGIONENS NÄRINGSLIVSRÅD,1/1/09,12/31/09,600000,0
43308,Övre Norrland,Utveckling Flyg i norra Norrlands Inland,Länsstyrelsen Västerbotten,9/15/08,9/15/11,615000,0
40586,Skåne-Blekinge,Rosengård - förstudie om partnerskap och,Malmö stad,8/15/08,8/14/09,629228,0
117991,Skåne-Blekinge,Innovativ miljö angående produktion- och,Olofströms Näringsliv AB,5/1/09,12/31/10,648237,0
119454,Norra Mellansverige,Utveckling och samverkan i besöksnäringe,Regionförbundet Gävleborg,3/1/09,5/31/10,650000,0
117891,Västsverige,Nyföretagande Skaraborg,NyföretagarCentrum Skaraborg,1/15/09,6/30/10,652000,0
118003,Västsverige,SMEAX 6 (2009),CONNECT Sverige,1/1/09,6/30/10,657684,0
42058,Övre Norrland,BIOTEKNIK - BÄR,Institutet för livsmedel och bioteknik A,11/1/07,12/31/08,662000,0
70704,Mellersta Norrland,Botniska korridoren - en europeisk trans,Norrtåg AB,1/1/09,6/30/11,679000,0
41720,Övre Norrland,Discover Kiruna Lappland - Swedish Lapla,Kiruna Lappland ekonomisk förening,1/1/08,12/31/08,686090,0
27493,Västsverige,Clean Shipping Project,GÖTEBORGSREGIONENS KOMMUNALFÖRBUND,10/1/07,12/31/09,687846,0
40474,Norra Mellansverige,3M (mäklare - motor - mötesplats) Tillgä,HÄLSINGEUTBILDNING EKONOMISK FÖRENING,4/1/08,3/31/11,7000000,0
69874,Skåne-Blekinge,PRIOS,HÖRBY KOMMUN,9/10/08,6/30/11,7000000,0
39653,Norra Mellansverige,C-BIC (Compare Business Innovation Cente,STIFTELSEN COMPARE KARLSTAD COMPETENCE A,9/1/07,12/31/09,7005166,0
70491,Östra Mellansverige,CLEAN,MÄLARDALENS HÖGSKOLA,10/1/08,9/30/11,7056721,0
40396,Norra Mellansverige,Testlab II Sätterstrand,HAMMARÖ KOMMUN,4/1/08,4/30/09,7186875,0
147948,Mellersta Norrland,Nordeoropas första 1970-tals miljö,Jamtli,9/1/09,6/30/12,7200000,0
40517,Skåne-Blekinge,Virtuell inkubator för kommersialisering,TEKNOPOL AB,5/15/07,5/14/10,7215000,0
70399,Norra Mellansverige,Entré Ludvika,LUDVIKA KOMMUN,10/1/08,9/30/10,7240899,0
68709,Småland och Öarna,Kunskap och innovation i Småland (KIS),Högskolan i Kalmar,7/1/08,6/30/11,7261794,0
40566,Skåne-Blekinge,Cleantech Southern Sweden,Invest in Skåne AB,7/1/08,6/30/11,7317190,0
42087,Mellersta Norrland,MediaSense,Mittuniversitetet,1/7/08,12/31/10,7331600,0
39838,Småland och Öarna,Smålands och Gotlands Inkubatorer 2.0,VIDEUM AB,1/1/08,12/31/10,7347364,0
56957,Övre Norrland,Invest in Luleå och Piteå,Luleå Näringsliv Aktiebolag,4/1/08,3/31/11,7350000,0
151127,Östra Mellansverige,Robust nät mellan kommuner i Östergötlan,Länsstyrelsen Östergötland,1/8/10,6/30/11,7351453,0
27467,Norra Mellansverige,"IRU, IHT som Innovativ miljö för Regiona","IHT, INSTITUTET FÖR HUMAN TEKNOLOGI",11/1/07,12/31/09,7354000,0
40387,Norra Mellansverige,Ramprojekt för kvinnors företagande i Gä,LÄNSSTYRELSEN I GÄVLEBORGS LÄN Landsbyg,10/1/07,9/30/10,7454800,0
147720,Västsverige,ColdLabs - Försträrkning av regionalt nä,HÖGSKOLAN VÄST,1/1/10,12/31/11,7472442,0
148388,Mellersta Norrland,Strategisk utveckling via spillvärme i Å,Ånge kommun,9/1/09,10/31/10,7500000,0
147699,Västsverige,Företagsstöd (bidrag) i Västra Götaland,Västra Götalandsregionen,1/1/10,12/31/12,7500000,0
148273,Övre Norrland,CMTF etapp 1B,Umeå Universitet,1/1/10,12/31/12,7500000,0
69394,Övre Norrland,Plats för hållbar tillväxt,Arvidsjaur Flygplats AB,8/1/08,6/30/09,7500000,0
41364,Övre Norrland,4K - KonkurrensKraftiga KransKommuner,Bjurholms kommun,1/1/08,12/31/10,7500000,0
150680,Övre Norrland,SÄKTEK - Prototyp för säkerhetsövningar,Skellefteå kommun,5/1/10,4/30/12,7512000,0
145317,Skåne-Blekinge,Blekinge Health Arena,Karlskrona Kommun,1/1/10,12/31/12,7548552,0
119069,Norra Mellansverige,"Hälsingland Business, H4B",ALMI FÖRETAGSPARTNER GÄVLEBORG AKTIEBOLA,3/1/09,2/28/10,7650000,0
148868,Östra Mellansverige,BIMS Länstrafiken Örebro,LÄNSTRAFIKEN ÖREBRO AKTIEBOLAG,10/1/09,8/31/12,7658315,0
119453,Norra Mellansverige,The Packaging Print Park II - en BROBYgg,Sunne kommun,5/1/09,4/30/11,7666000,0
152511,Övre Norrland,Biotech Umeå - ett life sciencekluster f,UMINOVA INNOVATION AB,12/1/10,11/30/13,7710000,0
40444,Västsverige,Destination Halland,Region Halland,9/1/07,8/31/10,7787480,0
40452,Västsverige,Espira Projektarena,ESPIRA Tillväxtcenter AB,1/1/08,12/31/10,7793737,0
40883,Övre Norrland,KRENOVA (Bytt namn från TNT - Tänk Nya T,VÄSTERBOTTENS LÄNS LANDSTING,1/1/08,12/31/10,7805980,0
39780,Östra Mellansverige,e-fabriken,ENTREPRENÖRSFABRIKEN,11/1/07,10/31/10,7834614,0
41252,Övre Norrland,BioTech Umeå - ett kluster inom Life Sci,UMINOVA INNOVATION AB,12/1/07,11/30/10,7835700,0
