datum_objave_potrditve,op,naziv,status,vir,posrednisko_telo_razpisovalec_organ_upravljanja,razpisana_potrjena_vrednost,naziv_upravicenca,naziv_operacije,regija,leto_dodelitve_sredstev,visina_dodeljenih_sredstev,visina_izplacanih_sredstev,opomba
31.12.2009,RR,"Tretji javni razpis za izbor operacij prednostne usmeritve »Razvoj obmejnih območij s Hrvaško« v okviru Operativnega programa krepitve regionalnih razvojnih potencialov za obdobje 2007-2013, razvojne prioritete »Razvoj regij«",JR,Ur.l.RS št. 1/2010,SVLR,,Občina Dornava,Rekonstrukcija odseka lokalne ceste 076021 Mezgovci   Strejaci,Podravje,2010,128.134 €,,
31.12.2009,RR,"Tretji javni razpis za izbor operacij prednostne usmeritve »Razvoj obmejnih območij s Hrvaško« v okviru Operativnega programa krepitve regionalnih razvojnih potencialov za obdobje 2007-2013, razvojne prioritete »Razvoj regij«",JR,Ur.l.RS št. 1/2010,SVLR,,Občina Dornava,Rekonstrukcija odseka lokalne ceste 076031 Žamenci,Podravje,2010,81.344 €,,
31.12.2009,RR,"Tretji javni razpis za izbor operacij prednostne usmeritve »Razvoj obmejnih območij s Hrvaško« v okviru Operativnega programa krepitve regionalnih razvojnih potencialov za obdobje 2007-2013, razvojne prioritete »Razvoj regij«",JR,Ur.l.RS št. 1/2010,SVLR,,Občina Ormož,"Modernizacija občinske javne poti JP 723-281, odsek Radomerščak   Žerovinci",Podravje,2010,71.811 €,,
31.12.2009,RR,"Tretji javni razpis za izbor operacij prednostne usmeritve »Razvoj obmejnih območij s Hrvaško« v okviru Operativnega programa krepitve regionalnih razvojnih potencialov za obdobje 2007-2013, razvojne prioritete »Razvoj regij«",JR,Ur.l.RS št. 1/2010,SVLR,,Občina Hrpelje   Kozina,Sanacija ceste Brinščica   Tabor   preplastitev,Obalno-kraška,2010,65.259 €,,
31.12.2009,RR,"Tretji javni razpis za izbor operacij prednostne usmeritve »Razvoj obmejnih območij s Hrvaško« v okviru Operativnega programa krepitve regionalnih razvojnih potencialov za obdobje 2007-2013, razvojne prioritete »Razvoj regij«",JR,Ur.l.RS št. 1/2010,SVLR,,Občina Dornava,Rekonstrukcija javne poti 576401 Dornava,Podravje,2010,61.633 €,,
31.12.2009,RR,"Tretji javni razpis za izbor operacij prednostne usmeritve »Razvoj obmejnih območij s Hrvaško« v okviru Operativnega programa krepitve regionalnih razvojnih potencialov za obdobje 2007-2013, razvojne prioritete »Razvoj regij«",JR,Ur.l.RS št. 1/2010,SVLR,,Občina Videm,Modernizacija in rekonstrukcija JP 956195 Zajšek Jurca,Podravje,2010,38.000 €,,
23.12.2009,ROPI,"»Kolesarska povezava Jesenice-Lesce-Bled (pododseki 1, 3, 5 in 6)«",NP,OU,MzP,1.507.495 €,"Ministrstvo za promet
(Direkcija Republike Slovenije za ceste)","»Kolesarska povezava Jesenice-Lesce-Bled (pododseki 1, 3, 5 in 6)«",,2009,1.240.339 €,,
14.12.2009,ROPI,Posodobitev letališke infrastrukture na letališču Maribor,NP/J,OU,MzP,15.278.596 €,"Ministrstvo za promet
(Direktorat za civilno letalstvo)",Posodobitev letališke infrastrukture na letališču Maribor,,2009,14.436.911 €,,
11.12.2009,RČV,Javni razpis za sofinanciranje vključevanja gostujočih visokošolskih učiteljev v pedagoški proces v letu 2010,JR,Ur.l.RS št. 102/2009,MVZT,,Univerza v Ljubljani,program št. OP RCV_VS-30,Osrednjeslovenska,2010,172.872 €,,
11.12.2009,RČV,Javni razpis za sofinanciranje vključevanja gostujočih visokošolskih učiteljev v pedagoški proces v letu 2010,JR,Ur.l.RS št. 102/2009,MVZT,,Univerza v Mariboru,program št. OP RCV_VS-22,Podravska,2010,98.722 €,,
11.12.2009,RČV,Javni razpis za sofinanciranje vključevanja gostujočih visokošolskih učiteljev v pedagoški proces v letu 2010,JR,Ur.l.RS št. 102/2009,MVZT,,Visoka poslovna šola Doba,program št. OP RCV_VS-21,Podravska,2010,29.682 €,,
11.12.2009,RČV,Javni razpis za sofinanciranje vključevanja gostujočih visokošolskih učiteljev v pedagoški proces v letu 2010,JR,Ur.l.RS št. 102/2009,MVZT,,Mednarodna podiplomska šola Jožefa Stefana,program št. OP RCV_VS-31,Osrednjeslovenska,2010,20.676 €,,
11.12.2009,RČV,Javni razpis za sofinanciranje vključevanja gostujočih visokošolskih učiteljev v pedagoški proces v letu 2010,JR,Ur.l.RS št. 102/2009,MVZT,,Mednarodna fakulteta za družbene in poslovne študije,program št. OP RCV_VS-25,Savinjska,2010,18.692 €,,
11.12.2009,RČV,Javni razpis za sofinanciranje vključevanja gostujočih visokošolskih učiteljev v pedagoški proces v letu 2010,JR,Ur.l.RS št. 102/2009,MVZT,,Visoka šola za zdravstveno nego jesenice,program št. OP RCV_VS-19,Gorenjska,2010,16.000 €,,
11.12.2009,RČV,Javni razpis za sofinanciranje vključevanja gostujočih visokošolskih učiteljev v pedagoški proces v letu 2010,JR,Ur.l.RS št. 102/2009,MVZT,,Visoka šola za dizajn,program št. OP RCV_VS-29,Osrednjeslovenska,2010,14.070 €,,
11.12.2009,RČV,Javni razpis za sofinanciranje vključevanja gostujočih visokošolskih učiteljev v pedagoški proces v letu 2010,JR,Ur.l.RS št. 102/2009,MVZT,,Univerza v Novi Gorici,program št. OP RCV_VS-23,Goriška,2010,3.090 €,,
7.12.2009,RR,Operacija Obnova gradu Strmol in pripadajočih pristav,NP, ,OU,4.852.049 €,Ministrstvo za kulturo,Operacija Obnova gradu Strmol in pripadajočih pristav,,2009,4.852.049 €,,
4.12.2009,RČV,Projektna pisarna modernizacija ZRSZ,NP, ,MDDSZ,880.310 €,Zavod RS za zaposlovanje,Projektna pisarna modernizacija ZRSZ,,2009,880.310 €,,
4.12.2009,RČV,Javni razpis za formalne oblike izobraževanja za državljanstvo v multikulturni družbi,JR,Ur.l.RS št. 98/2009,MŠŠ,,"Znanstvenoraziskovalni center SAZU, Novi trg 2, 1000 Ljubljana","Strokovne podlage, strategije in teoretske tematizacije za izobraževanje za medkulturne odnose ter aktivno državljanstvo",Osrednjeslovenska,2010,800.000 €,,
4.12.2009,RČV,Javni razpis za formalne oblike izobraževanja za državljanstvo v multikulturni družbi,JR,Ur.l.RS št. 98/2009,MŠŠ,,"Univerza v Ljubljani, Fakulteta za družbene vede, Kardeljeva ploščad 5, 1000 Ljubljana-",Državljan(stvo) v novi dobi: Državljanska vzgoja za multikulturni in globaliziran svet,Osrednjeslovenska,2010,682.837 €,,
1.12.2009,RR,Sprememba javnega razpisa ESRR - Dvig konkurenčnosti turističnega gospodarstva - turistična infrastruktura 2009,JR,Ur.l.RS št. 98/2009,MG,,Zlatarna Celje d.d.,Hotel v BTC-ju Ljubljana,Osrednjeslovenska,2009,4.500.000 €,,
1.12.2009,RR,Sprememba javnega razpisa ESRR - Dvig konkurenčnosti turističnega gospodarstva - turistična infrastruktura 2009,JR,Ur.l.RS št. 98/2009,MG,,Športni center Pohorje,Gradnja nove krožno-kabinske žičnice Pohorska vzpenjača,Podravska,2009,4.200.000 €,,
1.12.2009,RR,Sprememba javnega razpisa ESRR - Dvig konkurenčnosti turističnega gospodarstva - turistična infrastruktura 2009,JR,Ur.l.RS št. 98/2009,MG,,Terme Čatež d.d.,Prenova in razširitev hotela Terme,Spodnjeposavska,2009,4.085.000 €,,
1.12.2009,RR,Sprememba javnega razpisa ESRR - Dvig konkurenčnosti turističnega gospodarstva - turistična infrastruktura 2009,JR,Ur.l.RS št. 98/2009,MG,,UNIOR d.d.,Dozidava hotela Dobrava v Zrečah,Savinjska,2009,2.536.750 €,,
1.12.2009,RR,Sprememba javnega razpisa ESRR - Dvig konkurenčnosti turističnega gospodarstva - turistična infrastruktura 2009,JR,Ur.l.RS št. 98/2009,MG,,"GOLTE d.o.o., zimsko letni turistični center",Rekonstrukcija in prizidava hotela Golte,Savinjsko-Šaleška,2009,2.114.835 €,,
1.12.2009,RR,Sprememba javnega razpisa ESRR - Dvig konkurenčnosti turističnega gospodarstva - turistična infrastruktura 2009,JR,Ur.l.RS št. 98/2009,MG,,Rezidenca Čeligo gostinstvo in turizem d.o.o.,Izgradnja hotela rezidenca Čeligo,Obalno-kraška,2009,1.881.600 €,,
1.12.2009,RR,Sprememba javnega razpisa ESRR - Dvig konkurenčnosti turističnega gospodarstva - turistična infrastruktura 2009,JR,Ur.l.RS št. 98/2009,MG,,GTC Kope d.o.o.,"""Izgradnja štirisedežnice Pungart na Kopah",Koroška,2009,1.522.500 €,,
1.12.2009,RR,Sprememba javnega razpisa ESRR - Dvig konkurenčnosti turističnega gospodarstva - turistična infrastruktura 2009,JR,Ur.l.RS št. 98/2009,MG,,"Poslovni center Radlje, družba za vzpodbujanje in razvoj gospodarskih dejavnosti d.o.o.",Izgradnja apartmajske hiše pod Pohorjem,Podravska,2009,1.223.600 €,,
1.12.2009,RR,Sprememba javnega razpisa ESRR - Dvig konkurenčnosti turističnega gospodarstva - turistična infrastruktura 2009,JR,Ur.l.RS št. 98/2009,MG,,Magistrat International-zunanjetrgovinsko podjetje d.d.,Izgradnja Hotela Vila Medana v Medani,Goriška,2009,772.910 €,,
1.12.2009,RR,Sprememba javnega razpisa ESRR - Dvig konkurenčnosti turističnega gospodarstva - turistična infrastruktura 2009,JR,Ur.l.RS št. 98/2009,MG,,"RTC ""Jakec"" trije kralji Jožica Juhart s.p.",Rekonstrukcija in dozidava penziona Jakec trije kralji ter rušitev,Podravska,2009,750.000 €,,
1.12.2009,RR,Sprememba javnega razpisa ESRR - Dvig konkurenčnosti turističnega gospodarstva - turistična infrastruktura 2009,JR,Ur.l.RS št. 98/2009,MG,,Bona nepremičnine d.o.o.,"Apartmajska hiša B11, turistično naselje Bolfenk na Pohorju",Podravska,2009,750.000 €,,
1.12.2009,RR,Sprememba javnega razpisa ESRR - Dvig konkurenčnosti turističnega gospodarstva - turistična infrastruktura 2009,JR,Ur.l.RS št. 98/2009,MG,,GREDIČ d.o.o.,Nastanitvene kapacitete penzion superior Ceglo,Goriška,2009,750.000 €,,
1.12.2009,RR,Sprememba javnega razpisa ESRR - Dvig konkurenčnosti turističnega gospodarstva - turistična infrastruktura 2009,JR,Ur.l.RS št. 98/2009,MG,,KOMUNAPROJEKT d.d.,Izgradnja apartmajske hiše 4* v Ribnici na Pohorju,Koroška,2009,750.000 €,,
1.12.2009,RR,Sprememba javnega razpisa ESRR - Dvig konkurenčnosti turističnega gospodarstva - turistična infrastruktura 2009,JR,Ur.l.RS št. 98/2009,MG,,Hotel CUBO d.o.o.,Hotel Cubo,Osrednjeslovenska,2009,750.000 €,,
1.12.2009,RR,Sprememba javnega razpisa ESRR - Dvig konkurenčnosti turističnega gospodarstva - turistična infrastruktura 2009,JR,Ur.l.RS št. 98/2009,MG,,Požarni sistemi d.o.o.,Izgradnja apartmajske hiše*** tipa RB v Ribnici na Pohorju,Koroška,2009,750.000 €,,
1.12.2009,RR,Sprememba javnega razpisa ESRR - Dvig konkurenčnosti turističnega gospodarstva - turistična infrastruktura 2009,JR,Ur.l.RS št. 98/2009,MG,,Nebesa d.o.o.,Odstranitev objekta in novogradnja: Hotela Jožef****-nastanitveni objekt,Goriška,2009,743.433 €,,
1.12.2009,RR,Sprememba javnega razpisa ESRR - Dvig konkurenčnosti turističnega gospodarstva - turistična infrastruktura 2009,JR,Ur.l.RS št. 98/2009,MG,,EUROTAS d.o.o.,II. Faza obnove hotel Evropa Celje,Savinjska,2009,313.243 €,,
27.11.2009,RR,Sprememba javnega razpisa za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 98/2009,MŠŠ,,Grm Novo mesto –center biotehnike in turizma,Nakup tehnološke opreme in ureditev prostora za izvajanje dejavnosti medpodjetniškega izobraževalnega centra,,2009,2.500.000 €,,
27.11.2009,RR,Sprememba javnega razpisa za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 98/2009,MŠŠ,,Višja strokovna šola za gostinstvo in turizem Maribor,Akademija kulinarike in turizma,,2009,2.499.897 €,,
27.11.2009,RR,Sprememba javnega razpisa za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 98/2009,MŠŠ,,Tehniški šolski center Nova Gorica,MIC Goriške regije,,2009,2.499.712 €,,
27.11.2009,RR,Sprememba javnega razpisa za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 98/2009,MŠŠ,,Šolski Center Velenje,Razvojno didaktični energetski poligon MIC Velenje,,2009,2.498.084 €,,
27.11.2009,RR,Sprememba javnega razpisa za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 98/2009,MŠŠ,,Tehniški šolski center Kranj,MIC TŠC Kranj - Vez med šolstvom in gospodarstvom,,2009,2.419.581 €,,
27.11.2009,RR,Sprememba javnega razpisa za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 98/2009,MŠŠ,,Šolski center Ptuj,S sodobno infrastrukturo do dviga izobrazbene ravni v Spodnjem Podravju –D.I.R.,,2009,2.410.236 €,,
27.11.2009,RR,Sprememba javnega razpisa za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 98/2009,MŠŠ,,Šolski center Škofja Loka,MIC Škofja Loka,,2009,2.391.818 €,,
27.11.2009,RR,Sprememba javnega razpisa za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 98/2009,MŠŠ,,Šolski center Novo mesto,Dograditev in tehnološka posodobitev MIC Novo mesto za izzive današnjega časa,,2009,2.150.937 €,,
27.11.2009,RR,Sprememba javnega razpisa za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 98/2009,MŠŠ,,Šolski center Celje,Investicija v medpodjetniški izobraževalni center,,2009,2.104.260 €,,
27.11.2009,RR,Sprememba javnega razpisa za izbor operacij za sofinanciranje investicij v medpodjetniške izobraževalne centre - MIC,JR,Ur.l.RS št. 98/2009,MŠŠ,,Biotehniški center Naklo,MIC za odličnost živilskih izdelkov,,2009,1.869.155 €,,
20.11.2009,ROPI,»Kolesarska povezava Brezovica-Vrhnika-Logatec (pododsek 3)«,NP,OU,MzP,2.090.066 €,"Ministrstvo za promet
(Direkcija Republike Slovenije za ceste)",»Kolesarska povezava Brezovica-Vrhnika-Logatec (pododsek 3)«,,2009,1.845.174 €,,
20.11.2009,RR,Program instrumentov finančnega inženiringa za MSP v RS za obdobje 2009-2013,NP, ,MG,35.049.996 €,Slovenski podjetniški sklad,Program instrumentov finančnega inženiringa za MSP v RS za obdobje 2009-2013,,2009,35.049.996 €,,
17.11.2009,RČV,Javni razpis za sofinanciranje socialnih partnerjev na področju izboljšanja delovnega okolja,JR,Ur.l.RS št. 94/2009,MDDSZ,,"Univerza v Mariboru,",Program podpore za delodajalce in zaposlene pri odpravljanju stresa povezanega z delom in pri zmanjševanju njegovih škodljivih posledic »PPDZ-S«,Podravska regija,"2010, 2011, 2012",799.982 €,,
17.11.2009,RČV,Javni razpis za sofinanciranje socialnih partnerjev na področju izboljšanja delovnega okolja,JR,Ur.l.RS št. 94/2009,MDDSZ,,"Univerza v Ljubljani, Fakulteta za upravo",Izboljševanje delovnega okolja z inovativnimi rešitvami »INODEL«,Osrednjeslovenska regija,"2010, 2011, 2012",796.591 €,,
17.11.2009,RČV,Javni razpis za sofinanciranje socialnih partnerjev na področju izboljšanja delovnega okolja,JR,Ur.l.RS št. 94/2009,MDDSZ,,"Univerza na Primorskem, Primorski inštitut za naravoslovne in tehnične vede Koper (UP PINT)",Izboljšanje delovnega okolja v ključnih panogah obalno-kraške regije »IDO PRIMORSKE«,Obalno - kraška regija,"2010, 2011, 2012",717.217 €,,
17.11.2009,RČV,Javni razpis za sofinanciranje socialnih partnerjev na področju izboljšanja delovnega okolja,JR,Ur.l.RS št. 94/2009,MDDSZ,,Univerzitetni rehabilitacijski inštitut Republike Slovenije – Soča,Razvoj modela podpore malim in srednjim delodajalcem pri izboljševanju delovnega okolja ranljivim skupinam delavcev »RAZVOJ MODELA PODPORE ZA IZBOLJŠANJE DELOVNEGA OKOLJA V MSP«,Osrednjeslovenska regija,"2010, 2011, 2012",661.738 €,,
17.11.2009,RČV,Javni razpis za sofinanciranje socialnih partnerjev na področju izboljšanja delovnega okolja,JR,Ur.l.RS št. 94/2009,MDDSZ,,"Univerza na Primorskem, Znanstveno-raziskovalno središče Koper","SOS – STRES, ODSOTNOST, STISKA Vzpostavljanje in varovanje zdravega delovnega okolja kot ključ k uspešnosti podjetja »SOS«",Obalno - kraška regija,"2010, 2011, 2012",504.045 €,,
12.11.2009,ROPI,Izgradnja avtocestnega odseka Slivnica-Draženci (Avtocesta A4: Slivnica – Gruškovje),NP,EK,MzP,278.243.345 €,DARS d.d.,Izgradnja avtocestnega odseka Slivnica-Draženci (Avtocesta A4: Slivnica – Gruškovje),,2009,151.254.666 €,,
5.11.2009,ROPI,"»Ureditev križanja ceste R2-420 na odseku 1335 (od km 4,750 do km 5,750) in lokalne ceste LC 024260 z železniško progo Dobova–Ljubljana v območju naselja Dobova«",NP,OU,MzP,7.420.540 €,"Ministrstvo za promet
(Direkcija Republike Slovenije za ceste)","»Ureditev križanja ceste R2-420 na odseku 1335 (od km 4,750 do km 5,750) in lokalne ceste LC 024260 z železniško progo Dobova–Ljubljana v območju naselja Dobova«",,2009,5.668.634 €,,
5.11.2009,ROPI,»Ureditev kolesarskega prometa na trasi daljinske poti Gozd Martuljek - Jesenice«,NP,OU,MzP,2.372.695 €,"Ministrstvo za promet
(Direkcija Republike Slovenije za ceste)",»Ureditev kolesarskega prometa na trasi daljinske poti Gozd Martuljek - Jesenice«,,2009,1.939.940 €,,
5.11.2009,ROPI,»Odvajanje in čiščenje odpadnih voda v porečju Sore«,NP,OU,MOP,,Občina Škofja Loka,Odvajanje in čiščenje odpadnih voda v porečju Sore,,2009,17.421.056 €,,
5.11.2009,ROPI,»Odvajanje in čiščenje odpadnih voda v porečju Sore«,NP,OU,MOP,,Občina Gorenja vas-Poljane,Odvajanje in čiščenje odpadnih voda v porečju Sore,,2009,2.628.750 €,,
5.11.2009,ROPI,»Odvajanje in čiščenje odpadnih voda v porečju Sore«,NP,OU,MOP,,Občina Žiri,Odvajanje in čiščenje odpadnih voda v porečju Sore,,2009,2.584.869 €,,
5.11.2009,ROPI,»Odvajanje in čiščenje odpadnih voda v porečju Sore«,NP,OU,MOP,,Občina Železniki,Odvajanje in čiščenje odpadnih voda v porečju Sore,,2009,2.038.272 €,,
23.10.2009,OP SI-AT,2. JAVNI RAZPIS V OKVIRU OPERATIVNEGA PROGRAMA SLOVENIJA - AVSTRIJA 2007-2013/1. AUFRUF ZUR PROJEKTEINREICHUNG IM RAHMEN DES OPERATIONELLEN PROGRAMMS SLOWENIEN-ÖSTERREICH 2007-2013,JR, ,Organ upravljanja: SVLR,32.666.687 €,,,,,,,
9.10.2009,RR,Operacija Infrastruktura meroslovnega sistema - plemenite kovine,NP, ,OU,195.420 €,"Ministrstvo za visoko šolstvo, znanost in tehnologijo - Urad RS za meroslovje",Infrastruktura meroslovnega sistema-plemenite kovine,Osrednjeslovenska,2009,195.420 €,,
7.10.2009,ROPI,"»Izgradnja kolesarske povezave Rogaška  Slatina – Podčetrtek – Bistrica ob Sotli, odsek Podčetrtek - Imeno«",NP,OU,MzP,1.538.816 €,"Ministrstvo za promet
(Direkcija Republike Slovenije za ceste)","»Izgradnja kolesarske povezave Rogaška  Slatina – Podčetrtek – Bistrica ob Sotli, odsek Podčetrtek - Imeno«",,2009,1.405.222 €,,
7.10.2009,ROPI,"»Sanacija brežine »Pod Ključem« na cesti G2-102, odsek 1040, Peršeti – Most na Soči, od km 5,630 do km 5,960«",NP,OU,MzP,2.586.991 €,"Ministrstvo za promet
(Direkcija Republike Slovenije za ceste)","»Sanacija brežine »Pod Ključem« na cesti G2-102, odsek 1040, Peršeti – Most na Soči, od km 5,630 do km 5,960«",,2009,2.323.903 €,,
30.9.2009,RČV,"Sofinanciranje projektov socialnih partnerjev za leta 2009, 2010 in 2011 (dodatni JR)",JR,Ur.l.RS št. 81/2009,MJU,605.000 €,Obrtno-podjetniška zbornica Slovenije,"Krepitev socialnega dialoga na področju delovnopravne zakonodaje s poudarkom na zmanjševanju dela na črno, ustanovitvi sklada za odpravnine in selektivnega izdelovanja izjav o varnosti z oceno tveganja delovnega mesta",osrednjeslovenska,2010,269.686 €,,
