Beneficiary,Project description,Gasto publico
ENSAMBLAICAR NEOPERFILADOS LINEALES SL,Mejorar la empleabilidad de las personas desempleadas,363.93
"ENSAMBLADO DEL ALUMINIO, SL",Mejorar la empleabilidad de las personas desempleadas,79.99
"ENSAMBLA MADERA,S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,406.26"
"ENSALADAS VERDES, S.A.",Mejorar la empleabilidad de las personas desempleadas,"1,271.66"
ENSACON SL,Mejorar la empleabilidad de las personas desempleadas,976.59
ENS DE GESTIO URBANISTICA SA,Mejorar la empleabilidad de las personas desempleadas,"1,243.29"
ENRUTEL COMUNICACIONES SL,Mejorar la empleabilidad de las personas desempleadas,"1,274.94"
ENRIQUE ZAFRA SL,Mejorar la empleabilidad de las personas desempleadas,"1,016.96"
ENRIQUE Y NOVAS SL,Mejorar la empleabilidad de las personas desempleadas,675.48
ENRIQUE Y LENADRO PEREZ DE LOS COBOS AYUSO Y MARIA FERN,Mejorar la empleabilidad de las personas desempleadas,524.41
"ENRIQUE TOMAS, SL",Mejorar la empleabilidad de las personas desempleadas,"1,100.00"
"ENRIQUE SUAREZ SEGADE, S.L.",Mejorar la empleabilidad de las personas desempleadas,683.32
ENRIQUE SIERRA FISIOTERAPIA SL,Mejorar la empleabilidad de las personas desempleadas,755.50
ENRIQUE SEGURA SL,Mejorar la empleabilidad de las personas desempleadas,779.47
"ENRIQUE SAN JOSE AZKUE,INIGO SAN JOSE AZKUE COM.B.",Mejorar la empleabilidad de las personas desempleadas,302.20
ENRIQUE SAINZ DE LA CUESTA Y OTRO CB,Mejorar la empleabilidad de las personas desempleadas,"1,197.84"
ENRIQUE ROMAY SA,Mejorar la empleabilidad de las personas desempleadas,"1,981.63"
ENRIQUE REQUENA SL,Mejorar la empleabilidad de las personas desempleadas,879.42
ENRIQUE POLO BERODAS S.L.,Mejorar la empleabilidad de las personas desempleadas,49.95
"ENRIQUE PEREZ, CB",Mejorar la empleabilidad de las personas desempleadas,701.19
ENRIQUE ORTIZ E HIJOS CONTRATISTA DE OBRAS SA,Mejorar la empleabilidad de las personas desempleadas,978.42
"ENRIQUE NAVARRO, SL",Mejorar la empleabilidad de las personas desempleadas,104.45
"ENRIQUE MOLLA-ATTICO, SL",Mejorar la empleabilidad de las personas desempleadas,"2,322.12"
ENRIQUE MOLINS SL,Mejorar la empleabilidad de las personas desempleadas,222.14
ENRIQUE MOLAS CORNELLAS Y LUIS PUIGMARTI TORRENT CB,Mejorar la empleabilidad de las personas desempleadas,"1,324.47"
ENRIQUE MIRAS SL,Mejorar la empleabilidad de las personas desempleadas,989.23
"ENRIQUE MIGUEL & ASSOCIATS, SL",Mejorar la empleabilidad de las personas desempleadas,"1,900.00"
ENRIQUE MARTIN FUENTES SL,Mejorar la empleabilidad de las personas desempleadas,686.54
ENRIQUE M RODRIGUEZ BARREIRO SL,Mejorar la empleabilidad de las personas desempleadas,"1,076.49"
"ENRIQUE LEGARDA Y ASOCIADOS, S. L.",Mejorar la empleabilidad de las personas desempleadas,188.88
ENRIQUE LAZARO HORMIGOS E HIJOS SL,Mejorar la empleabilidad de las personas desempleadas,342.32
"ENRIQUE LANUZA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,113.47"
ENRIQUE L ROSA Y ASOCIADOS SL,Mejorar la empleabilidad de las personas desempleadas,318.72
ENRIQUE L C INFORMATICA SL,Mejorar la empleabilidad de las personas desempleadas,605.58
ENRIQUE JORGE ASESORES SL,Mejorar la empleabilidad de las personas desempleadas,757.86
ENRIQUE HOLKE SL,Mejorar la empleabilidad de las personas desempleadas,133.34
ENRIQUE GARCIA SA,Mejorar la empleabilidad de las personas desempleadas,"3,008.05"
ENRIQUE GARCIA RAMON SL,Mejorar la empleabilidad de las personas desempleadas,990.00
ENRIQUE GARCIA OJEDA SL,Mejorar la empleabilidad de las personas desempleadas,772.00
ENRIQUE GALVEZ Y ASOCIADOS SL,Mejorar la empleabilidad de las personas desempleadas,"1,062.21"
ENRIQUE FUENTES GUERRA CANETE SA,Mejorar la empleabilidad de las personas desempleadas,388.78
ENRIQUE FERRIOL SA,Mejorar la empleabilidad de las personas desempleadas,"1,900.00"
"ENRIQUE FDEZ, LORENZO BERMEJO Y FELIX CHAMORRO, C.B.",Mejorar la empleabilidad de las personas desempleadas,573.68
ENRIQUE ESTEBAN MORA SL,Mejorar la empleabilidad de las personas desempleadas,767.30
ENRIQUE DIAZ ALMAGRO SA,Mejorar la empleabilidad de las personas desempleadas,342.16
"ENRIQUE DAVID ARQUITECTURA, S.L.",Mejorar la empleabilidad de las personas desempleadas,573.32
ENRIQUE CARRANZA SL,Mejorar la empleabilidad de las personas desempleadas,205.38
ENRIQUE CAMPOS & CIA CENSORES JURADOS DE CUENTAS ASOCIA,Mejorar la empleabilidad de las personas desempleadas,656.32
ENRIQUE CAICOYA GALLERAND Y MARTIN J. FDEZ. FREIRE C.B.,Mejorar la empleabilidad de las personas desempleadas,242.19
ENRIQUE BARDAJI Y ASOCIADOS SL,Mejorar la empleabilidad de las personas desempleadas,"1,156.88"
ENRIQUE BALLUS SL,Mejorar la empleabilidad de las personas desempleadas,"5,148.67"
ENRIQUE AVELLANEDA BERMEJO Y OTROS CB,Mejorar la empleabilidad de las personas desempleadas,620.92
ENRIQUE ARTAMENDI BENITO Y M.JESUS LARRANAGA CID CB,Mejorar la empleabilidad de las personas desempleadas,"1,157.47"
ENRIQUE ANTON GARCIA SL,Mejorar la empleabilidad de las personas desempleadas,528.23
ENRIFENS PELUQUEROS SL,Mejorar la empleabilidad de las personas desempleadas,371.70
"ENRIGAR 2007, S.L.",Mejorar la empleabilidad de las personas desempleadas,136.94
ENRIEL; SL,Mejorar la empleabilidad de las personas desempleadas,988.81
"ENRIC TORRES JOIER, SL",Mejorar la empleabilidad de las personas desempleadas,212.49
"ENRIC SENDRA I GUBIANES, SL",Mejorar la empleabilidad de las personas desempleadas,"1,894.08"
"ENRIC SALVAT,S.L.",Mejorar la empleabilidad de las personas desempleadas,193.34
"ENRIC ROCA, SA",Mejorar la empleabilidad de las personas desempleadas,"1,863.59"
ENRIC R. I. DIDACTIC SL,Mejorar la empleabilidad de las personas desempleadas,"1,355.25"
"ENRIC PARE, ARQUITECTES ASSOCIATS, SL",Mejorar la empleabilidad de las personas desempleadas,443.19
"ENRIC OLTRA I ASSOCIATS, SL",Mejorar la empleabilidad de las personas desempleadas,"2,045.80"
"ENRIC NADAL, SL",Mejorar la empleabilidad de las personas desempleadas,433.25
"ENRIC GUAL, SL",Mejorar la empleabilidad de las personas desempleadas,"1,074.10"
"ENRIC GARRIGA I MARTINEZ,S.I.",Mejorar la empleabilidad de las personas desempleadas,846.62
"ENRIC CABALLERO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,392.50"
"ENRIC BERNAT I FILLS, S.L",Mejorar la empleabilidad de las personas desempleadas,"1,236.63"
ENRIC BENEDE ANDREU SL,Mejorar la empleabilidad de las personas desempleadas,354.18
"ENRIBATA, S.R.L.U.",Mejorar la empleabilidad de las personas desempleadas,950.00
ENRI ELNET SL,Mejorar la empleabilidad de las personas desempleadas,235.53
"ENREVO, SL",Mejorar la empleabilidad de las personas desempleadas,"1,476.11"
"ENREDOS NANI Y REGINA, S.L.",Mejorar la empleabilidad de las personas desempleadas,467.44
ENREDOS ASESORES DE IMAGEN SL,Mejorar la empleabilidad de las personas desempleadas,382.48
"ENRED CONSULTORIA,S.L",Mejorar la empleabilidad de las personas desempleadas,"1,124.44"
ENRE SL,Mejorar la empleabilidad de las personas desempleadas,"1,297.50"
ENRAF NONIUS IBERICA SA,Mejorar la empleabilidad de las personas desempleadas,"1,553.51"
"ENR LA RIBERA, C.B.",Mejorar la empleabilidad de las personas desempleadas,108.85
"ENQUADERNACIONS VIVER S, SL",Mejorar la empleabilidad de las personas desempleadas,"3,486.15"
"ENQUADERNACIONS PRATS XXI,SL",Mejorar la empleabilidad de las personas desempleadas,"1,255.17"
"ENQUADERNACIONS PLANELLA I FILLS, SL",Mejorar la empleabilidad de las personas desempleadas,"2,181.92"
"ENPROSERVE02, SL",Mejorar la empleabilidad de las personas desempleadas,636.63
ENPROLIM SL,Mejorar la empleabilidad de las personas desempleadas,646.58
ENPLOT SL,Mejorar la empleabilidad de las personas desempleadas,932.50
ENPLAST SA,Mejorar la empleabilidad de las personas desempleadas,"1,345.77"
"ENPLASA, SL",Mejorar la empleabilidad de las personas desempleadas,73.33
ENPAFERNANDEZ S.L.,Mejorar la empleabilidad de las personas desempleadas,403.71
"ENOVITICOLA MONTE ESCAMA, C.B.",Mejorar la empleabilidad de las personas desempleadas,973.34
ENOVEL SL,Mejorar la empleabilidad de las personas desempleadas,981.09
"ENOTS GOLF, S.L.",Mejorar la empleabilidad de las personas desempleadas,341.73
"ENOTECA SOMELIER, S.L.",Mejorar la empleabilidad de las personas desempleadas,53.33
ENOTECA DIVINS SL,Mejorar la empleabilidad de las personas desempleadas,697.58
ENOSIL ASESORES ENOLOGICOS SL,Mejorar la empleabilidad de las personas desempleadas,"1,093.24"
"ENOMIA, SL",Mejorar la empleabilidad de las personas desempleadas,202.02
"ENOMAR, SL",Mejorar la empleabilidad de las personas desempleadas,499.92
"ENOM GROUP, SL",Mejorar la empleabilidad de las personas desempleadas,"1,754.46"
ENOLDENT SL,Mejorar la empleabilidad de las personas desempleadas,304.56
ENOGASTRONOMIA 2000 SA,Mejorar la empleabilidad de las personas desempleadas,163.32
ENOFAT SL EN CONSTITUCION,Mejorar la empleabilidad de las personas desempleadas,"1,400.00"
"ENOCON DEL VALLES,S.L",Mejorar la empleabilidad de las personas desempleadas,805.74
ENOCAVE 2 GENERACION S.L.,Mejorar la empleabilidad de las personas desempleadas,548.34
"ENOCASER, EXCAVACIONES Y SERVICIOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,575.54
ENOC CORPORACION GERIATRICA S.L.,Mejorar la empleabilidad de las personas desempleadas,774.38
"ENNOVATE DESARROLLO, PLANIF, GESTION Y MANTENIMIENTO SL",Mejorar la empleabilidad de las personas desempleadas,"2,222.80"
ENNOBLIDORS TEXTILS INDUSTRIALS SA,Mejorar la empleabilidad de las personas desempleadas,"1,949.95"
ENNA RESTAURACIO SL,Mejorar la empleabilidad de las personas desempleadas,920.79
"ENMTEL EURONET SERVICIOS, SL",Mejorar la empleabilidad de las personas desempleadas,637.44
ENMEDIO 22 CORREDURIA DE SEGUROS SL,Mejorar la empleabilidad de las personas desempleadas,"1,425.00"
ENMASER 2010 SL,Mejorar la empleabilidad de las personas desempleadas,656.51
ENMAR-K2 DE ARTE SL,Mejorar la empleabilidad de las personas desempleadas,"2,052.59"
ENMARCACIONES TIMANFAYA SLL,Mejorar la empleabilidad de las personas desempleadas,548.91
"ENMARCACIONES MUNDOMARCO, SL",Mejorar la empleabilidad de las personas desempleadas,670.83
ENMANI SL,Mejorar la empleabilidad de las personas desempleadas,"2,787.25"
ENMAFRA SL,Mejorar la empleabilidad de las personas desempleadas,"2,281.49"
"ENMACOSA SERVICIOS DE PREVENCION, S.A.",Mejorar la empleabilidad de las personas desempleadas,"1,173.34"
ENMACOSA SA,Mejorar la empleabilidad de las personas desempleadas,"6,924.39"
ENLUCIDOS YECONSA SL,Mejorar la empleabilidad de las personas desempleadas,"6,583.15"
"ENLUCIDOS Y PROYECTADOS SANTANDER,SL",Mejorar la empleabilidad de las personas desempleadas,733.37
"ENLUCIDOS CASTELLON, SL",Mejorar la empleabilidad de las personas desempleadas,"1,896.57"
"EN-LLAN, EMPRESA D INSERCIO, S.C.C.L.",Mejorar la empleabilidad de las personas desempleadas,219.98
"ENLICA DEL ZENETE, S.L.",Mejorar la empleabilidad de las personas desempleadas,"27,247.03"
ENLAZE 3 CENTRAL DE PRODUCCION PUBLICITARIO SL,Mejorar la empleabilidad de las personas desempleadas,"1,892.50"
"ENLACE OCEANO,S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,683.25"
ENLACE LOGISTICO INTERNACIONAL SL,Mejorar la empleabilidad de las personas desempleadas,"1,212.28"
ENLACE GESTION DIRECTA SL,Mejorar la empleabilidad de las personas desempleadas,"4,676.39"
ENLACE FASHION SL,Mejorar la empleabilidad de las personas desempleadas,7.08
ENLACE DIGITAL DE BANDA ANCHA BARIK SL,Mejorar la empleabilidad de las personas desempleadas,"2,404.17"
"ENLACE DE GALICIA, SL",Mejorar la empleabilidad de las personas desempleadas,900.00
ENLACE COMUNICACIONES SL,Mejorar la empleabilidad de las personas desempleadas,540.02
"ENLACE AMBATO ECUADOR,S.L.",Mejorar la empleabilidad de las personas desempleadas,424.99
ENKEN SERVICIOS DE PREVENCION SL,Mejorar la empleabilidad de las personas desempleadas,"13,206.50"
ENKEN ASISTENCIA SANITARIA SL,Mejorar la empleabilidad de las personas desempleadas,368.31
"ENKARKI ALQUILERES DE ENCARTACIONES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,012.08"
ENKARFRUTA SL,Mejorar la empleabilidad de las personas desempleadas,"1,200.00"
ENJUMATEX SL,Mejorar la empleabilidad de las personas desempleadas,769.83
"ENJOY YOUR LIFE, S.L.",Mejorar la empleabilidad de las personas desempleadas,231.37
ENJOY TRAVEL SA,Mejorar la empleabilidad de las personas desempleadas,686.68
ENJOY MEN SL,Mejorar la empleabilidad de las personas desempleadas,300.00
"ENJOY LLARS, SA",Mejorar la empleabilidad de las personas desempleadas,"1,000.00"
"ENJOY A LOT, S.L.",Mejorar la empleabilidad de las personas desempleadas,942.03
"ENJEANSDS, S.L.",Mejorar la empleabilidad de las personas desempleadas,103.23
ENJABONARTE SPAIN SA,Mejorar la empleabilidad de las personas desempleadas,46.80
ENIX SL UNIPERSONAL,Mejorar la empleabilidad de las personas desempleadas,"3,315.75"
ENISEI S.L.,Mejorar la empleabilidad de las personas desempleadas,918.45
"ENIMAR 2006, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,747.10"
"ENIM COURIER, S.L. (EN CONSTITUCION)",Mejorar la empleabilidad de las personas desempleadas,"1,410.00"
ENILETEC ESPANA SL,Mejorar la empleabilidad de las personas desempleadas,"4,590.73"
ENIGMA SOFTWARE PRODUCTIONS SL,Mejorar la empleabilidad de las personas desempleadas,500.00
ENIER LEVANTE S.L.,Mejorar la empleabilidad de las personas desempleadas,"1,266.73"
"ENIAMAR VIAJES, S.L.",Mejorar la empleabilidad de las personas desempleadas,221.93
ENI ELECTRONICA Y NEUMATICA INDUSTRIAL SA,Mejorar la empleabilidad de las personas desempleadas,642.16
ENHORABUENA SERVICIOS A DOMICILIO SL,Mejorar la empleabilidad de las personas desempleadas,"4,814.38"
ENHIME SA,Mejorar la empleabilidad de las personas desempleadas,"3,601.42"
"ENGUIXATS MANRESA, SL",Mejorar la empleabilidad de las personas desempleadas,672.98
"ENGUIXATS JOSEP VILA, SL",Mejorar la empleabilidad de las personas desempleadas,"1,893.33"
"ENGUIXATS I AILLAMENTS VALLE,S.L.U",Mejorar la empleabilidad de las personas desempleadas,108.85
ENGUIXATS FDO GONZALEZ SL,Mejorar la empleabilidad de las personas desempleadas,656.51
ENGUIXATS DE BADALONA SL,Mejorar la empleabilidad de las personas desempleadas,"1,555.61"
ENGUITA SL,Mejorar la empleabilidad de las personas desempleadas,"1,673.26"
"ENGUANY INVERSIONS, SL",Mejorar la empleabilidad de las personas desempleadas,"3,829.97"
"ENGRILLO, SL",Mejorar la empleabilidad de las personas desempleadas,"5,090.10"
ENGRAVAL SL,Mejorar la empleabilidad de las personas desempleadas,"1,546.68"
ENGRASE Y NEUMATICOS RIVERA SL,Mejorar la empleabilidad de las personas desempleadas,"1,125.60"
"ENGRANDE, SL",Mejorar la empleabilidad de las personas desempleadas,"1,273.74"
ENGRANAJES MULET SL,Mejorar la empleabilidad de las personas desempleadas,816.65
ENGRANAJES ESPECIALES SA,Mejorar la empleabilidad de las personas desempleadas,"3,720.78"
ENGOSUR DISTRIBUCIONES SL,Mejorar la empleabilidad de las personas desempleadas,701.19
ENGOMADOS XATIVA SL,Mejorar la empleabilidad de las personas desempleadas,944.39
ENGOALSA S.L.,Mejorar la empleabilidad de las personas desempleadas,225.00
ENGLOBE TECHNOLOGIES & SYSTEMS SL,Mejorar la empleabilidad de las personas desempleadas,"1,345.77"
"ENGLOBA MOBILIARIO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,204.11"
ENGLOBA GRUP SL,Mejorar la empleabilidad de las personas desempleadas,186.50
ENGLOBA ESTUDIO DE MARKETING SL,Mejorar la empleabilidad de las personas desempleadas,849.96
ENGLOBA DIVISION TRANSPORTE SL,Mejorar la empleabilidad de las personas desempleadas,"2,315.06"
ENGLISH TOWER SL,Mejorar la empleabilidad de las personas desempleadas,"1,038.33"
"ENGLISH TAVERNS ROCADIS, SL",Mejorar la empleabilidad de las personas desempleadas,857.58
ENGLISH SUMMER SA,Mejorar la empleabilidad de las personas desempleadas,"1,086.72"
ENGLISH PROGRAMS PALMA SL,Mejorar la empleabilidad de las personas desempleadas,986.84
ENGLISH PANORAMA SL,Mejorar la empleabilidad de las personas desempleadas,186.50
ENGLISH IN ACTION SL,Mejorar la empleabilidad de las personas desempleadas,950.00
ENGLISH DENTAL PRACTICE CB,Mejorar la empleabilidad de las personas desempleadas,474.56
ENGLILSH WORLD NYVAS.L.L.,Mejorar la empleabilidad de las personas desempleadas,"1,208.97"
ENGITEC INNOVACIO SL EN CONSTITUCION,Mejorar la empleabilidad de las personas desempleadas,"1,097.87"
"ENGIPLASTE IBERICA, SL",Mejorar la empleabilidad de las personas desempleadas,575.58
ENGINYERS TERRES DE L EBRE S.L.,Mejorar la empleabilidad de las personas desempleadas,"1,589.26"
"ENGINYERIA PERATISOLE, S.L.",Mejorar la empleabilidad de las personas desempleadas,66.08
"ENGINYERIA INFORMATICA OLOT,S.L.",Mejorar la empleabilidad de las personas desempleadas,665.79
ENGINYERIA INFORMATICA COULDIX SL,Mejorar la empleabilidad de las personas desempleadas,"1,212.95"
ENGINYERIA INALBA SL,Mejorar la empleabilidad de las personas desempleadas,"1,826.67"
SL ENGINYERIA I PREVENCIO SAFOR SL,Mejorar la empleabilidad de las personas desempleadas,"1,034.12"
"ENGINYERIA I MEDI AMBIENT DE BADALONA, CI",Mejorar la empleabilidad de las personas desempleadas,"1,953.44"
"ENGINYERIA I GESTIO DE INFRAESTRUCTURES, SL",Mejorar la empleabilidad de las personas desempleadas,"3,317.26"
