"BENEFICIARIO","TIPO DE OPERACION","GASTO PUBLICO",,
"GABINETE SEGARRA SL","Mejorar la empleabilidad delas personas desempleadas","2005,57",,
"GABINETE SERVICIOS MEDICOS DE EMPRESA Y PREVENCION, SL","Mejorar la empleabilidad delas personas desempleadas","6655,65",,
"GABINETE SOCIOLABORAL MUﾄOZ RODRIGUEZ. SL","Mejorar la empleabilidad delas personas desempleadas","318,72",,
"GABINETE SOLA, SL","Mejorar la empleabilidad delas personas desempleadas","3763,73",,
"GABINETE T QUEEN IBERICA SL","Mejorar la empleabilidad delas personas desempleadas","892,38",,
"GABINETE TECNICO ARCOTURA, S.L.","Mejorar la empleabilidad delas personas desempleadas",1900,,
"GABINETE TECNICO CONTENCIOSO GESCOBRO, SL","Mejorar la empleabilidad delas personas desempleadas","22532,7",,
"GABINETE TECNICO DE ASESORAMIENTO Y CREACION DE EMPRESA","Mejorar la empleabilidad delas personas desempleadas","982,15",,
"GABINETE TECNICO DE AUDITORIA Y CONSULTORIA, SA","Mejorar la empleabilidad delas personas desempleadas","1681,49",,
"GABINETE TECNICO DE ESTUDIOS Y PROYECTOS SA","Mejorar la empleabilidad delas personas desempleadas","2249,95",,
"GABINETE TECNICO DE FORMACION Y PROMOCION PROFESIONAL S","Mejorar la empleabilidad delas personas desempleadas","68,9",,
"GABINETE TECNICO DE PROYECTOS, SL","Mejorar la empleabilidad delas personas desempleadas","1048,2",,
"GABINETE TECNICO DE RIESGOS, SL","Mejorar la empleabilidad delas personas desempleadas","1345,77",,
"GABINETE TECNICO DE SANIDAD AMBIENTAL, SL","Mejorar la empleabilidad delas personas desempleadas",1900,,
"GABINETE TECNICO DE SEGUROS AGRIAN, S.L.","Mejorar la empleabilidad delas personas desempleadas","743,68",,
"GABINETE TECNICO DE TELECOMUNICACIONES TELKROM SL","Mejorar la empleabilidad delas personas desempleadas","57,72",,
"GABINETE TECNICO DE TRABAJO SOCIAL SL","Mejorar la empleabilidad delas personas desempleadas","6492,75",,
"GABINETE TECNICO DELTELL, SL","Mejorar la empleabilidad delas personas desempleadas","1295,5",,
"GABINETE TECNICO DENTAL, S.L.","Mejorar la empleabilidad delas personas desempleadas","1337,39",,
"GABINETE TECNICO FARMACEUTICO M. CAMPS, SL","Mejorar la empleabilidad delas personas desempleadas","1228,08",,
"GABINETE TECNICO FISCAL SL","Mejorar la empleabilidad delas personas desempleadas","573,69",,
"GABINETE TECNICO INMOBILIARIO Y ASESORAMIENTO AVANZADO","Mejorar la empleabilidad delas personas desempleadas","516,65",,
"GABINETE TECNICO JURIDICO SL","Mejorar la empleabilidad delas personas desempleadas","2045,77",,
"GABINETE TECNICO MERCANTIL SURES S.L.L.","Mejorar la empleabilidad delas personas desempleadas","1531,19",,
"GABINETE TECNICO NERIZ SL","Mejorar la empleabilidad delas personas desempleadas","516,74",,
"GABINETE TECNICO PERICIAL GALAN Y GALAN SL","Mejorar la empleabilidad delas personas desempleadas","1064,5",,
"GABINETE TECNICO PERICIAL NIZAFER CB","Mejorar la empleabilidad delas personas desempleadas","152,89",,
"GABINETE TERAPEUTICO SALUD 21 SL","Mejorar la empleabilidad delas personas desempleadas","456,78",,
"GABINETE TNCNICO MARCO, S.L.","Mejorar la empleabilidad delas personas desempleadas","493,42",,
"GABINETE TRIBUTARIO REAL GONZALEZ CB","Mejorar la empleabilidad delas personas desempleadas","588,86",,
"GABINETE TRIBUTARIO,S.L.","Mejorar la empleabilidad delas personas desempleadas","525,87",,
"GABINETE VETERINARIO DE MADRID SL","Mejorar la empleabilidad delas personas desempleadas","3464,12",,
"GABINETE VIDAL DE SEGUROS SL","Mejorar la empleabilidad delas personas desempleadas","96,57",,
"GABINETES DE AUDIOPROTESIS","Mejorar la empleabilidad delas personas desempleadas","12189,39",,
"GABINETES RADIOLOGICOS DE CARTAGENA, SL","Mejorar la empleabilidad delas personas desempleadas","984,51",,
"GABINO JIMENEZ MARTIN SL","Mejorar la empleabilidad delas personas desempleadas",1000,,
"GABINO PEREZ VAQUERO SL","Mejorar la empleabilidad delas personas desempleadas","195,94",,
"GABIPA REUS, SL","Mejorar la empleabilidad delas personas desempleadas","1893,33",,
"GABITAX, PERITOS Y TASADORES DE SEGUROS, SL","Mejorar la empleabilidad delas personas desempleadas","2910,96",,
"GABITEC SOCIO-LABORAL S.L.","Mejorar la empleabilidad delas personas desempleadas","829,87",,
"GABITECO SL","Mejorar la empleabilidad delas personas desempleadas","587,87",,
"GABLASANT 2006, S.L.","Mejorar la empleabilidad delas personas desempleadas","1514,53",,
"GABONETE DE PERITACIONES LLOPIS, S.L.","Mejorar la empleabilidad delas personas desempleadas","46,62",,
"GABRIANA, S.L.","Mejorar la empleabilidad delas personas desempleadas","595,52",,
"GABRIEL ACEVEDO GOMEZ, SL","Mejorar la empleabilidad delas personas desempleadas","528,68",,
"GABRIEL ALVAREZ VEHICULOS INDUSTRIALES Y SEVICIOS, S.L.","Mejorar la empleabilidad delas personas desempleadas","2859,7",,
"GABRIEL CAJIGAL SL","Mejorar la empleabilidad delas personas desempleadas","726,63",,
"GABRIEL DE LUCA Y SARA ANGELINA COELLO DOMINGUEZ, C.B.","Mejorar la empleabilidad delas personas desempleadas","659,97",,
"GABRIEL DOMINGUEZ SANCHEZ Y HERMEREGILDO HERNANDEZ JIME","Mejorar la empleabilidad delas personas desempleadas","193,24",,
"GABRIEL ESPANA CAPARROS SL","Mejorar la empleabilidad delas personas desempleadas","2174,07",,
"GABRIEL FELIPE SL","Mejorar la empleabilidad delas personas desempleadas","333,35",,
"GABRIEL GAYA MORLA SL","Mejorar la empleabilidad delas personas desempleadas","283,25",,
"GABRIEL GIBERT SA","Mejorar la empleabilidad delas personas desempleadas","479,28",,
"GABRIEL GOMEZ GARCIA SL","Mejorar la empleabilidad delas personas desempleadas","453,18",,
"GABRIEL MARMOL SERNA Y OTRO, C.B.","Mejorar la empleabilidad delas personas desempleadas","835,56",,
"GABRIEL MARTINEZ E HIJOS SL","Mejorar la empleabilidad delas personas desempleadas","141,66",,
"GABRIEL MOLINA CUENCA Y MARIA CUENCA CRUZ, COM.B.","Mejorar la empleabilidad delas personas desempleadas",1000,,
"GABRIEL MORCILO SL","Mejorar la empleabilidad delas personas desempleadas","982,71",,
"GABRIEL NUNEZ ANAYA SL","Mejorar la empleabilidad delas personas desempleadas","521,76",,
"GABRIEL PAYERAS MARTORELL SL","Mejorar la empleabilidad delas personas desempleadas","1632,32",,
"GABRIEL PIERAS CONSULTORES, SL","Mejorar la empleabilidad delas personas desempleadas","1654,92",,
"GABRIEL POVEDA VERDU SL","Mejorar la empleabilidad delas personas desempleadas","995,61",,
"GABRIEL RAMOS E HIJOS SL","Mejorar la empleabilidad delas personas desempleadas","1262,43",,
"GABRIEL ROCA GIRONES SL","Mejorar la empleabilidad delas personas desempleadas",400,,
"GABRIEL ROJAS SL","Mejorar la empleabilidad delas personas desempleadas","2109,76",,
"GABRIEL VICENS ROIG SL UNIPERSONAL","Mejorar la empleabilidad delas personas desempleadas","679,92",,
"GABRIEL Y MATEO LUIS GARCIA SA","Mejorar la empleabilidad delas personas desempleadas","1260,07",,
"GABRIEL Y PEDRO URBANISTAS SLU","Mejorar la empleabilidad delas personas desempleadas","782,62",,
"GABRIELA MISTRAL 30, SL","Mejorar la empleabilidad delas personas desempleadas","1233,27",,
"GABRIELES Y CABALLERO S.L.","Mejorar la empleabilidad delas personas desempleadas","908,96",,
"GABRIL Y JOSE MIGUEL RUIZ REYES, COM.B.","Mejorar la empleabilidad delas personas desempleadas","862,27",,
"GABSER GABINETE DE SERVICIOS EMPRESARIALES SL","Mejorar la empleabilidad delas personas desempleadas","283,32",,
"GAC ASESORES Y CONSULTORES, SL","Mejorar la empleabilidad delas personas desempleadas","748,44",,
"GAC GRUP DE CONSULTORIA ESPECIALIZADO SL","Mejorar la empleabilidad delas personas desempleadas","86,75",,
"GACARI SL","Mejorar la empleabilidad delas personas desempleadas",200,,
"GACETA COMUNICACION MEDITERRANEO,SL","Mejorar la empleabilidad delas personas desempleadas","1538,27",,
"GACMA SERVICIOS GRAFICOS SL","Mejorar la empleabilidad delas personas desempleadas","194,52",,
"GACO SABATESS.L.UNIPERSONAL","Mejorar la empleabilidad delas personas desempleadas","1173,06",,
"GACOVAS 2002 SL","Mejorar la empleabilidad delas personas desempleadas","283,25",,
"GACTEL BCN, SL","Mejorar la empleabilidad delas personas desempleadas",370,,
"GACYL O6, S.L.","Mejorar la empleabilidad delas personas desempleadas","776,71",,
"GAD FONTANERIA GAS Y CLIMATIZACION S.L.","Mejorar la empleabilidad delas personas desempleadas","1802,1",,
"GADAIR CHARTER LINES SL","Mejorar la empleabilidad delas personas desempleadas","8089,8",,
"GADAVIS, SL","Mejorar la empleabilidad delas personas desempleadas","1456,37",,
"GADEA GISBERT MARIA ADRIANA 002110657S, S.L.N.E.","Mejorar la empleabilidad delas personas desempleadas","503,34",,
"GADEA HERMANOS SL","Mejorar la empleabilidad delas personas desempleadas","577,81",,
"GADEA PHARMAUCEUTICAL GROUP S.L.","Mejorar la empleabilidad delas personas desempleadas","812,94",,
"GADEA Y BAEZ ASOCIADOS, S.L.","Mejorar la empleabilidad delas personas desempleadas","87,36",,
"GADEON EASY SOLUTIONS, S.L.","Mejorar la empleabilidad delas personas desempleadas","1253,2",,
"GADES ENTRE DOS MARES, S.L.L.","Mejorar la empleabilidad delas personas desempleadas","2691,48",,
"GADES INTERIORISMO SL","Mejorar la empleabilidad delas personas desempleadas","1476,65",,
"GADES RESTAURACION SL","Mejorar la empleabilidad delas personas desempleadas","653,28",,
"GADESAL 2007, S.L.","Mejorar la empleabilidad delas personas desempleadas","59,94",,
"GADESO, SL","Mejorar la empleabilidad delas personas desempleadas","545,37",,
"GADESRENT SL","Mejorar la empleabilidad delas personas desempleadas","916,65",,
"GADGETS AND DRINKS, SL","Mejorar la empleabilidad delas personas desempleadas","2331,53",,
"GADHER GESTION SL","Mejorar la empleabilidad delas personas desempleadas","833,2",,
"GADI SISTEMAS SLL","Mejorar la empleabilidad delas personas desempleadas","207,71",,
"GADIR EDITORIAL SL","Mejorar la empleabilidad delas personas desempleadas","2114,55",,
"GADIR GRUPO CONSULTOR SL","Mejorar la empleabilidad delas personas desempleadas","19,98",,
"GADIR IMPORT SL","Mejorar la empleabilidad delas personas desempleadas","293,39",,
"GADISEA SL","Mejorar la empleabilidad delas personas desempleadas","453,28",,
"GADISPREN SL","Mejorar la empleabilidad delas personas desempleadas","546,62",,
"GADITANA DE ASFALTOS SA","Mejorar la empleabilidad delas personas desempleadas","1893,24",,
"GADITANA DE PESCADOS SL","Mejorar la empleabilidad delas personas desempleadas","346,62",,
"GADITEC E-5 SL","Mejorar la empleabilidad delas personas desempleadas","1433,3",,
"GADOR COMEDORES COLECTIVOS SL","Mejorar la empleabilidad delas personas desempleadas","223,33",,
"GADOR EQUIPAMIENTOS Y SERVICIOS, S.L.","Mejorar la empleabilidad delas personas desempleadas",100,,
"GAECA ABOGADOS SL","Mejorar la empleabilidad delas personas desempleadas","231,38",,
"GAEL PROMOCIONES Y REHABILITACIONES, SL","Mejorar la empleabilidad delas personas desempleadas","233,73",,
"GAELSA ENERGIAS,S.A.","Mejorar la empleabilidad delas personas desempleadas","904,26",,
"GAEMON SOLUCIONES INFORMATICAS, SL","Mejorar la empleabilidad delas personas desempleadas","645,72",,
"GAERNER BUSINESS EQUIPMENT S.A.","Mejorar la empleabilidad delas personas desempleadas","1376,59",,
"GAESA CONSULTORES SL","Mejorar la empleabilidad delas personas desempleadas","3735,93",,
"GAESCO CORREDURIA DE SEGUROS, SA","Mejorar la empleabilidad delas personas desempleadas","55,5",,
"GAESCO SL","Mejorar la empleabilidad delas personas desempleadas","2066,54",,
"GAETE METALES SL","Mejorar la empleabilidad delas personas desempleadas","1133,28",,
"GAETRESZ, S.L.","Mejorar la empleabilidad delas personas desempleadas","637,63",,
"GAFA TOTAL MALAGA, S.L.","Mejorar la empleabilidad delas personas desempleadas","2449,1",,
"GAFA TOTAL SL","Mejorar la empleabilidad delas personas desempleadas","997,73",,
"GAFAS DE MODA, S.L.","Mejorar la empleabilidad delas personas desempleadas","110,97",,
"GAFERMI FRAGA, S.L.","Mejorar la empleabilidad delas personas desempleadas",628,,
"GAFFO, SL","Mejorar la empleabilidad delas personas desempleadas","831,51",,
"GAFILTEC SL","Mejorar la empleabilidad delas personas desempleadas","495,81",,
"GAFINCO ASESORES SA","Mejorar la empleabilidad delas personas desempleadas","134,55",,
"GAFISA TENERIFE SL","Mejorar la empleabilidad delas personas desempleadas","40,71",,
"GAFISEC SL","Mejorar la empleabilidad delas personas desempleadas","368,31",,
"GAFITOCU OIL SL","Mejorar la empleabilidad delas personas desempleadas","1200,06",,
"GAG ARQUITECTOS SL","Mejorar la empleabilidad delas personas desempleadas","1266,73",,
"GAG PLATAFORMAS AEREAS Y","Mejorar la empleabilidad delas personas desempleadas","116,65",,
"GAGE DATA SL","Mejorar la empleabilidad delas personas desempleadas","1060,65",,
"GAGE SL","Mejorar la empleabilidad delas personas desempleadas","1657,98",,
"GAGO 1900 SL","Mejorar la empleabilidad delas personas desempleadas",1000,,
"GAGO BAZ Y ASOCIADOS S.L.L.","Mejorar la empleabilidad delas personas desempleadas",40,,
"GAGO CATERING HOSTELERIA, S.L.","Mejorar la empleabilidad delas personas desempleadas","1345,77",,
"GAGO MARTINEZ, SL","Mejorar la empleabilidad delas personas desempleadas","432,03",,
"GAGOMAR SERVICIOS Y CONTROL, S.L","Mejorar la empleabilidad delas personas desempleadas","1076,49",,
"GAGOPIEDRA, SL","Mejorar la empleabilidad delas personas desempleadas","517,23",,
"GAGORTXU, S.L.","Mejorar la empleabilidad delas personas desempleadas","1239,5",,
"GAHELIOS,S.L.","Mejorar la empleabilidad delas personas desempleadas","1735,01",,
"GAHER COSMETICOS SL","Mejorar la empleabilidad delas personas desempleadas","964,52",,
"GAHER METALIC SL","Mejorar la empleabilidad delas personas desempleadas","211,04",,
"GAHERPROGA SL","Mejorar la empleabilidad delas personas desempleadas","581,49",,
"GAIA ENERGIAS RENOVABLES SL","Mejorar la empleabilidad delas personas desempleadas","1860,47",,
"GAIA INGENIERIA MEDIOAMBIENTAL S.L.","Mejorar la empleabilidad delas personas desempleadas","340,01",,
"GAIA LIBERTYS.L.","Mejorar la empleabilidad delas personas desempleadas","2413,22",,
"GAIA LIBROS SL","Mejorar la empleabilidad delas personas desempleadas",500,,
"GAIA TECNOCOPIA SL","Mejorar la empleabilidad delas personas desempleadas","1448,24",,
"GAIA-SERVEIS AMBIENTALS, S.L.","Mejorar la empleabilidad delas personas desempleadas","2043,64",,
"GAIG-TOUS, SL","Mejorar la empleabilidad delas personas desempleadas","1077,16",,
"GAILLON","Mejorar la empleabilidad delas personas desempleadas","708,3",,
"GAIMA ECO, SL","Mejorar la empleabilidad delas personas desempleadas","1345,77",,
"GAIMOR JOIERS SL","Mejorar la empleabilidad delas personas desempleadas","473,33",,
"GAIN GRAFHIC S SL","Mejorar la empleabilidad delas personas desempleadas","779,11",,
"GAINDU SA","Mejorar la empleabilidad delas personas desempleadas","316,36",,
"GAINGESTIO, SL","Mejorar la empleabilidad delas personas desempleadas","615,88",,
"GAINSA GABINETE DE INGENIERIA","Mejorar la empleabilidad delas personas desempleadas","610,87",,
"GAINSBORO S.L.","Mejorar la empleabilidad delas personas desempleadas","5840,89",,
"GAINTEC CONTRUCCIONES, S.L.","Mejorar la empleabilidad delas personas desempleadas","738,95",,
"GAINTEC INGENIERIA, SL","Mejorar la empleabilidad delas personas desempleadas","400,02",,
"GAINZARAIN CALLEJA JUSTINO RICARDO Y","Mejorar la empleabilidad delas personas desempleadas","194,81",,
"GAIS Y LESBIANAS DE AQUI","Mejorar la empleabilidad delas personas desempleadas",785,,
"GAITAN ABOGADOS SL.","Mejorar la empleabilidad delas personas desempleadas","212,48",,
"GAITAN NEVADO SL","Mejorar la empleabilidad delas personas desempleadas","1266,72",,
"GAITANES RESIDENCIAL, S.L.","Mejorar la empleabilidad delas personas desempleadas","1159,4",,
"GAJI SA","Mejorar la empleabilidad delas personas desempleadas","486,58",,
"GAKMASTER CONSTRUCCIONES, SL","Mejorar la empleabilidad delas personas desempleadas","188,84",,
"GAL VE LOGISTICA Y TRANSPORTES SL","Mejorar la empleabilidad delas personas desempleadas",790,,
"GAL-LUS 1870,S.L.","Mejorar la empleabilidad de las personas desempleadas",1900,,
"GALA CAPITAL PARTNERS ADVISORS SGECR S.A.","Mejorar la empleabilidad delas personas desempleadas","210,1",,
"GALA CASANOVA VALLES, SL","Mejorar la empleabilidad delas personas desempleadas","1687,09",,
"GALA DE AUSTRIA,S.L.","Mejorar la empleabilidad delas personas desempleadas","70,83",,
"GALA GRUPO DE ASESORES JURIDICO LABORAL Y FISCAL, S.L.","Mejorar la empleabilidad delas personas desempleadas","2052,84",,
"GALA INSTALACIONES Y MONTAJES S.L.","Mejorar la empleabilidad delas personas desempleadas","266,6",,
"GALA PELUQUEROS LUGO, SL","Mejorar la empleabilidad delas personas desempleadas","2646,73",,
"GALA PENEDES, S.L.","Mejorar la empleabilidad delas personas desempleadas","715,35",,
"GALA PERFUMS SL","Mejorar la empleabilidad delas personas desempleadas","55326,72",,
"GALA ROLDAN SL","Mejorar la empleabilidad delas personas desempleadas","389,57",,
"GALA SHOES SL","Mejorar la empleabilidad delas personas desempleadas",1200,,
"GALA SOL SA","Mejorar la empleabilidad delas personas desempleadas",750,,
"GALA STYLO,S.L.","Mejorar la empleabilidad delas personas desempleadas","782,5",,
"GALA TERMAL SL","Mejorar la empleabilidad delas personas desempleadas",900,,
"GALA-92, SL","Mejorar la empleabilidad delas personas desempleadas","569,93",,
"GALACHE ABOGADOS S.L.","Mejorar la empleabilidad delas personas desempleadas","501,74",,
"GALADON 2000 SL","Mejorar la empleabilidad delas personas desempleadas","412,2",,
"GALAECIA GUARDESA SL","Mejorar la empleabilidad delas personas desempleadas","382,19",,
"GALAECIA RETIRO SL","Mejorar la empleabilidad delas personas desempleadas","575,46",,
"GALAFATES SLL","Mejorar la empleabilidad delas personas desempleadas","547,7",,
"GALAFERNAN SL","Mejorar la empleabilidad delas personas desempleadas","401,35",,
"GALAHOTEL SL","Mejorar la empleabilidad delas personas desempleadas","1445,77",,
"GALAICA CREDITO CEIBE S.L.L.","Mejorar la empleabilidad delas personas desempleadas","1359,94",,
"GALAICO ASTURIANA DE NEUMATICOS SL","Mejorar la empleabilidad delas personas desempleadas","333,3",,
"GALAN & ASOCIADOS CONSULTORES S.L","Mejorar la empleabilidad delas personas desempleadas","1012,81",,
"GALAN CASANOVA SA","Mejorar la empleabilidad delas personas desempleadas","66,67",,
"GALAN JOYEROS, SCCL","Mejorar la empleabilidad delas personas desempleadas","1266,73",,
