BENEFICIARIO,TIPO DE OPERACIÓN,"GASTO
PÚBLICO"
"A + 2, C.B.",Mejorar la empleabilidad de las personas desempleadas,"2.673,00"
"GENERAL DE ALQUILER DE MAQUINARIA 
INDUSTRIAL, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.114,88"
"GERARDO Y AVELINO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"720,00"
"GERCO ASTUR, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.121,20"
"GERCO ASTUR, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"GESPORT NALON, S.L.L.",Mejorar la empleabilidad de las personas desempleadas,"2.055,12"
"GESPYME LLANES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"9.416,13"
"GESTION DE ACTIVOS Y DESARROLLO DE 
PORYECTOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"GESTIONALIA, EXTERNALIZACION Y 
SERVICIOS, SA",Mejorar la empleabilidad de las personas desempleadas,"1.334,93"
"GESTIONALIA, EXTERNALIZACION Y 
SERVICIOS, SA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.267,40"
"GESTORA SERVICIOS SANITARIOS ACYL, S.L.",Mejorar la empleabilidad de las personas desempleadas,"6.331,50"
"GESTORIA ASESORIA CUESTA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.378,60"
"GESTORIA BEGOÑA GARCIA , S.L.U","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.276,09"
GESTORIA BEGOÑA GARCIA S.L.U.,Mejorar la empleabilidad de las personas desempleadas,"1.372,88"
"GETEHA INFORMATICA, SL",Mejorar la empleabilidad de las personas desempleadas,"3.000,00"
"GIGIA VIAJES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.352,50"
"GIJON J.L. ELECTRICIDAD, S.L.L.",Mejorar la empleabilidad de las personas desempleadas,"3.420,00"
"GIJON J.L. ELECTRICIDAD, S.L.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","9.691,20"
"GIJON MOTOR, S.A.",Mejorar la empleabilidad de las personas desempleadas,"6.576,78"
GIJON VIVIENDA CB,Mejorar la empleabilidad de las personas desempleadas,"1.937,10"
"GIJONESA DE TRANSFORMADOS 
INDUSTRIALES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"7.497,00"
"GIJONESA DE TURISMO, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"GLOCALIZA SOLUCIONES SOLARES, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"GLOCALIZA SOLUCIONES SOLARES, SL",Mejorar la empleabilidad de las personas desempleadas,"2.131,20"
GOBIERNO DEL PRINCIPADO DE ASTURIAS,"Evaluación, estudios, información y comunicación","75.475,94"
GOLD FACTORY SL,Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"GONCESCO, S.A.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"GONDAN INGENIERIA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"GONZALEZ ORVIZ MOTOR, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.067,20"
"GONZALEZ SORIANO, S.A.",Mejorar la empleabilidad de las personas desempleadas,"13.514,40"
"GONZALEZ Y NAVES, SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","6.240,00"
"GONZALEZ Y REVELO, SL",Mejorar la empleabilidad de las personas desempleadas,"1.610,64"
"GOYASTUR, S.A.",Mejorar la empleabilidad de las personas desempleadas,"11.055,10"
"GRAFICAS RIGEL, S.A.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.500,00"
"GRANDA - BLANCO OVIEDO CORREDURIA DE 
SEGUROS, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.360,00"
"GRANICEL, S.L.",Mejorar la empleabilidad de las personas desempleadas,"600,00"
"GRANJA AVICOLA LA AMISTAD, C.B.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"GRECIET, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","824,64"
"GRUPO DE EMPRESAS TEMPER, SL",Mejorar la empleabilidad de las personas desempleadas,"5.234,52"
"GRUPO GERIATRICO ASTURIAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.269,92"
"GRUPO INGENIERIA,TOPOGRAFIA Y 
PROYECTOS 2000, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.440,00"
"GRUPO INGENIERIA,TOPOGRAFIA Y 
PROYECTOS 2000, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.200,00"
"GRUPO SISTEMAS TECNICOS INTEGRALES, 
S.L.",Mejorar la empleabilidad de las personas desempleadas,"5.589,00"
"GRUPO SISTEMAS TECNICOS INTEGRALES, 
S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.141,30"
"GRUPO STAFF DE CONSULTORES PARA EL 
DESARROLLO SL",Mejorar la empleabilidad de las personas desempleadas,"3.622,80"
"GRUPOINTERMARK 96, S.L.",Mejorar la empleabilidad de las personas desempleadas,"84.267,92"
"GRUPOINTERMARK 96, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.708,00"
"GRUPOINTERMARK 96, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","6.240,00"
"GUTTRANS, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.440,00"
"GUZMAGRE, SL",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"HABITAT HOSTELERO, SL",Mejorar la empleabilidad de las personas desempleadas,"2.881,80"
"HERCA CONSTRUCCION INNOVADORA, SL",Mejorar la empleabilidad de las personas desempleadas,"4.069,20"
"HERDICASA, S.A",Mejorar la empleabilidad de las personas desempleadas,"896,62"
"HERDICASA, S.A.",Mejorar la empleabilidad de las personas desempleadas,"5.672,07"
"HEREDEROS DE MACARIO GARCIA 
RODRIGUEZ",Mejorar la empleabilidad de las personas desempleadas,"3.639,60"
"HERMANOS ALVAREZ ARRIETA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.360,00"
"HERMANOS CAMPILLO INMUEBLES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.487,60"
"HERMANOS RIAL PELUQUEROS, S.L",Mejorar la empleabilidad de las personas desempleadas,"496,98"
"HERRERO HERMANOS, S.A.",Mejorar la empleabilidad de las personas desempleadas,"8.682,60"
"HERVIPA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.538,00"
"HEVIA CORTE, S.A.",Mejorar la empleabilidad de las personas desempleadas,"660,00"
"HIDROCANTABRICO EXPLOTACION DE 
CENTRALES, S.A.",Mejorar la empleabilidad de las personas desempleadas,"58.500,00"
"HIDROCANTABRICO EXPLOTACION DE 
REDES, SA",Mejorar la empleabilidad de las personas desempleadas,"6.750,00"
"HIDROCANTABRICO SERVICIOS, S.A.U",Mejorar la empleabilidad de las personas desempleadas,"9.000,00"
"HIDROCANTABRICO SERVICIOS, S.A.U","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","61,90"
"HIERROASTUR, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.862,82"
"HIERROS CANTON, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.366,00"
"HIERROS JUAN MANUEL, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.200,00"
"HIERROS Y APLANACIONES, S.A.",Mejorar la empleabilidad de las personas desempleadas,"7.200,00"
"HIERROS Y APLANACIONES, S.A.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.120,00"
"HIERROS Y APLANACIONES, S.A. (HIASA)",Mejorar la empleabilidad de las personas desempleadas,"12.080,11"
"HONVA- CONTROL, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.712,52"
"HOSPITAL BEGOÑA DE GIJON, S.L.",Mejorar la empleabilidad de las personas desempleadas,"5.543,96"
"HOSPITAL BEGOÑA DE GIJON, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.152,20"
HOSPITAL VETERINARIO ASTURIAS SAL,Mejorar la empleabilidad de las personas desempleadas,"970,97"
"HOSTELERIA ASTURIANA, S.A. (HOASA)",Mejorar la empleabilidad de las personas desempleadas,"3.900,00"
"HOSTELERIA DE TAPIA, S.C.",Mejorar la empleabilidad de las personas desempleadas,"900,00"
"HOSTELERIA LA FRAGUA DE XANDRO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"HOSTELERIA LA FRAGUA DE XANDRO, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.760,00"
"HOSTELERIA PARRONDO DIAZ, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.440,00"
"HOTEL LA HABANA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","4.750,60"
"HOTEL PALACIO DE RUBIANES, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"HOTEL RIO MAYOR, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"HOTEL RIO MAYOR, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
I 68 NOROESTE SL,Mejorar la empleabilidad de las personas desempleadas,"2.187,00"
"I. P. B. FABRICACIONES Y MECANIZADOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"11.980,80"
I.E.S. ESCULTOR JUAN VILLANUEVA,"Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","3.120,00"
"IDEAS EN METAL, S.A.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"IDEAS ONLINE, SL",Mejorar la empleabilidad de las personas desempleadas,"1.861,20"
IES CONCEJO DE TINEO,Prevención del abandono escolar y refuerzo de la formación inicial,"51.315,83"
IES FERNÁNDEZ VALLÍN,Prevención del abandono escolar y refuerzo de la formación inicial,"58.030,55"
IES NOREÑA,Prevención del abandono escolar y refuerzo de la formación inicial,"121.008,55"
IES PÉREZ DE AYALA,Prevención del abandono escolar y refuerzo de la formación inicial,"33.631,51"
IES SÁNCHEZ LASTRA,Prevención del abandono escolar y refuerzo de la formación inicial,"38.195,89"
"IMAGINE800, S.L.",Mejorar la empleabilidad de las personas desempleadas,"9.148,50"
"IMASA, INGENIERIA Y PROYECTOS, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","9.543,36"
"IMPA IMPERMEABILIZACIONES DEL 
PRINCIPADO DE ASTURIAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"660,00"
"IMPRENTA HELMANTICA, C.B.",Mejorar la empleabilidad de las personas desempleadas,"2.622,00"
"IMPULSO INDUSTRIAL ALTERNATIVO, S.A.",Mejorar la empleabilidad de las personas desempleadas,"19.573,78"
"IMPULSO INDUSTRIAL ALTERNATIVO, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","20.404,40"
"INASTUR ELECTRICIDAD, C.B.",Mejorar la empleabilidad de las personas desempleadas,"10.312,80"
"INBULNES, S.A",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"INBULNES, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","21.000,00"
"INCOAS SCDAD COOP DE RESPOSAB 
LIMITADA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
"INDEMESA, SL",Mejorar la empleabilidad de las personas desempleadas,"11.644,53"
"INDUSTRIAL FRIGORIFICA DE AVILES, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
INDUSTRIAL GIJONESA SA,Mejorar la empleabilidad de las personas desempleadas,"2.207,44"
"INDUSTRIAL TERMOMETRICA SOCIEDAD DE 
ASTURIAS, S. L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.300,00"
"INDUSTRIAS AGROALIMENTARIAS DE 
TEVERGA, SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
INDUSTRIAS ALQUI SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.100,00"
"INDUSTRIAS HERES, S.A.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"INDUSTRIAS METALICAS DE CANCIENES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"11.543,70"
"INDUSTRIAS Y MECANIZACIONES MICRO, S.A. 
(INMICROSA)","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.700,00"
"INFORMATICA EL CORTE INGLES, S.A.",Mejorar la empleabilidad de las personas desempleadas,"64.655,10"
"INFORMATICA OCCIDENTE, S.L.U.",Mejorar la empleabilidad de las personas desempleadas,"418,40"
"INFORMATICA VERDEJO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"540,00"
"INGECOR GEOMATICA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.946,80"
"INGENIERIA ALPHERAZ XXI, SA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.389,45"
"INGENIERIA ASTURIANA DE DESARROLLO DE 
SOFTWARE, S.L.",Mejorar la empleabilidad de las personas desempleadas,"993,60"
"INGENIERIA DE CERRAMIENTOS Y FACHADAS 
LLANERA, S. L.",Mejorar la empleabilidad de las personas desempleadas,"499,31"
"INGENIERIA DE PRODUCCION, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.075,40"
"INGENIERIA DE PROYECTOS Y SISTEMAS DE 
COMUNICACIONES S.L.L.",Mejorar la empleabilidad de las personas desempleadas,"1.651,80"
"INGENIERIA FORMACION Y ASESORAMIENTO 
TECNICO, S.L.U",Mejorar la empleabilidad de las personas desempleadas,"3.740,40"
"INGENIERIA MULTISOFT, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.200,00"
"INGENIERIA MULTISOFT, SL",Mejorar la empleabilidad de las personas desempleadas,"7.044,60"
"INGENIERIA TRADING, 2000 SL",Mejorar la empleabilidad de las personas desempleadas,"1.599,51"
"INGENIERIA Y ASESORAMIENTO TECNICO 
DEL PRINCIPADO,S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.800,00"
"INGENIERIA Y CALIDAD PRIETO ROCHA, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","16.800,00"
"INGENIERIA Y MANAGEMENT INGESPARK, S.L.",Mejorar la empleabilidad de las personas desempleadas,"5.415,60"
"INGENIERIA Y PLANTAS DE PROCESO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"INGENIERIA Y TECNOLOGIA CASTRILLON, S.L",Mejorar la empleabilidad de las personas desempleadas,"3.862,80"
"INGENIERIA Y TECNOLOGIA DEL MONTAJE 
INDUSTRIAL INTEC SLNE",Mejorar la empleabilidad de las personas desempleadas,"1.557,00"
"INGENIEROS ASESORES, S.A.",Mejorar la empleabilidad de las personas desempleadas,"30.652,56"
"INGENIEROS ASESORES, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.652,80"
"INGENIEROS, CONSTRUCCION Y NAVES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"79.494,30"
"INGENIEROS, CONSTRUCCION Y NAVES, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","15.880,80"
"INGENIUM, INGENIERIA Y DOMOTICA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"5.508,00"
"INGENIUM, INGENIERIA Y DOMOTICA, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.222,80"
"INGENORTE, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.390,10"
"INGEPLUS 2000, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.154,88"
"INGESCO SISTEMAS INFORMATICOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.375,60"
"INGITECH CONSULTING, S.A","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"INGITECH CONSULTING, SAL",Mejorar la empleabilidad de las personas desempleadas,"6.410,25"
"INGITECH CONSULTING, SAL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
"INIXA DEL PRINCIPADO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"4.764,90"
"INMOBILIARIA GOFRANCOS, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.300,00"
"INNOVACION DE BEBIDAS, S.A.",Mejorar la empleabilidad de las personas desempleadas,"4.046,10"
"INNOVACION TECNOLOGICA EN ASTURIAS, 
S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.880,00"
"INOXNALON,S.L.",Mejorar la empleabilidad de las personas desempleadas,"5.521,92"
"INOXNALON,S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
INSTAGE SL UNIPERSONAL,Mejorar la empleabilidad de las personas desempleadas,"4.023,13"
"INSTALACIONES BARRASA, SL",Mejorar la empleabilidad de las personas desempleadas,"2.757,60"
"INSTALACIONES BUSTIO, S.L",Mejorar la empleabilidad de las personas desempleadas,"972,40"
"INSTALACIONES ELECTRICAS ASTURNOR, 
C.B.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"INSTALACIONES ELECTRICAS ELECTRO 6, 
S.LL.",Mejorar la empleabilidad de las personas desempleadas,"8.228,40"
"INSTALACIONES ELECTRICAS GABRIEL 
LOREDO, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","9.151,20"
"INSTALACIONES ELECTRICAS GUERRA, S.L",Mejorar la empleabilidad de las personas desempleadas,"36.215,37"
"INSTALACIONES ELECTRICAS GUERRA, S.L","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.150,80"
"INSTALACIONES ELECTRICAS JOSE ANTONIO, 
S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.092,40"
"INSTALACIONES ELECTRICAS JOSE ANTONIO, 
SL",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"INSTALACIONES ELECTRICAS JUAN Y JESUS, 
S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.387,90"
"INSTALACIONES ELECTRICAS JUAN Y JESUS, 
S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.242,58"
"INSTALACIONES ELECTRICAS LLAMES E 
HIJOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"24.117,48"
"INSTALACIONES ELECTRICAS LLAMES E 
HIJOS, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.268,80"
"INSTALACIONES ELECTRICAS NOVO, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.272,50"
"INSTALACIONES ELECTRICAS VIGIL, S.L.",Mejorar la empleabilidad de las personas desempleadas,"18.021,78"
"INSTALACIONES ELECTRICAS VISADA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.433,50"
"INSTALACIONES RAMOS, S.A.",Mejorar la empleabilidad de las personas desempleadas,"8.816,40"
"INSTALACIONES RIPER, SLL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","900,00"
"INSTALACIONES VALDESIERO, C.B.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"INSTALACIONES Y PREFABRICADOS 
BALMEON, S.L.",Mejorar la empleabilidad de las personas desempleadas,"5.777,40"
"INSTITUTO ASTURIANO DE ODONTOLOGIA, 
S.L.",Mejorar la empleabilidad de las personas desempleadas,"5.082,00"
"INSTITUTO DE BELLEZA FERNANDEZ SUAREZ, 
S.L.",Mejorar la empleabilidad de las personas desempleadas,"600,00"
"INSTITUTO DE EDUCACION SECUNDARIA 
NOREÑA-(MEC)","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","18.112,97"
"INSTITUTO GERONTOLOGICO MONTEVIL, S.A.",Mejorar la empleabilidad de las personas desempleadas,"4.218,60"
"INSTITUTO OFTALMOLOGICO FERNANDEZ - 
VEGA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"10.800,00"
"INSTITUTO OFTALMOLOGICO FERNANDEZ - 
VEGA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.440,00"
"INSTITUTO OFTALMOLOGICO FERNANDEZ-
VEGA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"15.217,20"
"INTEGRA LABORAL Y FISCAL, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.907,90"
"INTEGRAL DE AUTOMOCION 2000, S.A.",Mejorar la empleabilidad de las personas desempleadas,"2.640,00"
"INTEGRAL DE AUTOMOCION 2000, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","15.524,40"
INTEGRAL TECNICA Y FINANCIACION S.A.,Mejorar la empleabilidad de las personas desempleadas,"596,70"
"INTERMONT INSTALACIONES DEL 
PRINCIPADO SL",Mejorar la empleabilidad de las personas desempleadas,"4.496,40"
"INTERNACIONAL DE ESTRUCTURA Y OBRAS, 
S.L.",Mejorar la empleabilidad de las personas desempleadas,"6.452,86"
"INTERNACIONAL DE ESTRUCTURA Y OBRAS, 
S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.162,10"
INVERBLYP SL,Mejorar la empleabilidad de las personas desempleadas,"4.118,40"
INVERBLYP SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.190,00"
"INVERSIONES ASTURIANAS, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
"INVERSIONES LAS MEANAS, S.L.U.",Mejorar la empleabilidad de las personas desempleadas,"600,00"
"INVERSIONES SABUGO, S.L.U","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.720,00"
"INVERSIONES SIERO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"INVERSIONES Y PROYECTOS BREMASA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"600,00"
"ISADDORA PATRIMONIAL, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.070,86"
"ISASTUR INGENIERIA, S.A",Mejorar la empleabilidad de las personas desempleadas,"720,00"
"ISASTUR INGENIERIA, S.A.",Mejorar la empleabilidad de las personas desempleadas,"16.833,00"
"ISASTUR INGENIERIA, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","12.600,00"
"ISFERE SOLUTIONS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"6.423,16"
"ISFERE, S.L.",Mejorar la empleabilidad de las personas desempleadas,"35.778,31"
"ISFERE, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5,77"
"ISMAEL QUINTERO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"4.921,20"
"ISONER PRINCIPADO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"ITAMARACA,S.A.",Mejorar la empleabilidad de las personas desempleadas,"720,00"
"ITC SISTEMAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"4.550,40"
"ITK INGENIERIA, S.A.",Mejorar la empleabilidad de las personas desempleadas,"14.160,42"
"JAMONES CAMPO VALLE, SL",Mejorar la empleabilidad de las personas desempleadas,"9.022,80"
"JESUS PEDRAYES PRIETO, SL",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"JESUS PEDRAYES PRIETO, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.800,00"
JINFISA ADMINISTRACIONES SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.008,40"
"JOAFER, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.200,00"
"JOAQUIN Y FRANCISCO CONSTRUCCIONES 
2006, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.680,00"
"JOFRA, S.A.",Mejorar la empleabilidad de las personas desempleadas,"600,00"
"JOSE ANTONIO LLUNA REIG, S.L.",Mejorar la empleabilidad de las personas desempleadas,"660,00"
"JOSE ANTONIO LLUNA REIG, SL",Mejorar la empleabilidad de las personas desempleadas,"3.424,77"
"JOSE LLANOS Y DAVID CASTRO, C.B.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.338,20"
"JOSE MANUEL IGNACIO GARCIA RODRIGUEZ, 
SL",Mejorar la empleabilidad de las personas desempleadas,"15.624,60"
"JOSE ROMAN TORRE VARELA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"JOSEDINAR PLACAS SOLARES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
JUAN GARCIA SUAREZ SL,Mejorar la empleabilidad de las personas desempleadas,"2.037,00"
JUAN GARCIA SUAREZ. S.L.,Mejorar la empleabilidad de las personas desempleadas,"1.080,00"
"JUAN JONAS GARCIA SUAREZ, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.900,60"
"JUAN MARTINEZ, S.L.",Mejorar la empleabilidad de las personas desempleadas,"889,20"
"JUAN Y BENI, SC",Mejorar la empleabilidad de las personas desempleadas,"10.194,00"
"JULAR FONSECA, SL",Mejorar la empleabilidad de las personas desempleadas,"1.980,00"
"JUNCO VALLE Y CIA, SL",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
JUROFER CONTRATAS Y SERVICIOS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.029,23"
"KERKUS METALS, S.A.",Mejorar la empleabilidad de las personas desempleadas,"42.997,07"
"KERKUS METALS, S.A.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","38.400,00"
"KIMPE, C.B.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.340,00"
"KINBAURI ESPAÑA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"KINBAURI ESPAÑA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.500,00"
KLK ELECTRO MATERIALES SA,Mejorar la empleabilidad de las personas desempleadas,"11.250,00"
KLK ELECTRO MATERIALES SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","16.800,00"
"KOBRITHER, S.A.",Mejorar la empleabilidad de las personas desempleadas,"600,00"
"KONECTA BTO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.840,00"
"KONECTA BTO, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.440,00"
